Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
557,Siddhivinayak Garima ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,980.0,5051,4,2,2,49.5
558,Unnamed Property,700 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1050.0,10285,15,2,2,108.0
559,Dnyaneshawari Apartments ,Sector 16 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,950.0,12105,7,2,2,115.0
560,Mallhar Bhimashankar Heights ,Kandarpada Mumbai,Kandarpada Mumbai,0 to 1 Year,Ready To Move,Carpet Area,753.0,25763,14,2,3,194.0
561,Mallhar Bhimashankar Heights ,New Link Road Kandarpada Dahisar West Kandarpada Mumbai,Dahisar Mumbai,0 to 1 Year,Ready To Move,Carpet Area,753.0,23904,19,2,2,180.0
562,Veda CHS ,IC Colony Mumbai,Borivali Mumbai,10+ Year,Ready To Move,Carpet Area,420.0,21428,5,1,1,90.0
563,Chheda Palladium ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,935.0,32085,13,3,3,300.0
564,Kohinoor Majestic ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,0 to 1 Year,Ready To Move,Carpet Area,636.0,12421,6,2,1,79.0
565,Kings Court by TCJ Realty ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Carpet Area,765.0,10718,3,2,2,82.0
566,Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Carpet Area,651.0,8448,1,2,2,55.0
567,Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1307.0,16220,4,2,2,212.0
568,Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1919.0,16466,6,3,3,316.0
569,Sai Prasad Residency ,704 Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,665.0,9774,4,1,1,65.0
570,Indiabulls Greens ,007 Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,891.0,7744,14,2,2,69.0
571,Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,430.0,10813,3,1,2,46.5
572,Orovia Phase 1 ,121 Hiranandani Estate Thane Mumbai,Hiranandani Thane,0 to 1 Year,Ready To Move,Carpet Area,771.0,16083,3,2,2,124.0
573,Unnamed Property,Malad West Mumbai,Malad Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1500.0,14000,7,4,4,210.0
574,Rna NG Suncity Phase 3 ,Thakur Village Mumbai,Thakur Village,5 to 10 Year,Ready To Move,Super Built Up Area,990.0,12626,8,2,2,125.0
575,Lokhandwala Spring Leaf ,Lokhandwala Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,425.0,16000,2,1,1,68.0
576,Unnamed Property,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,600.0,15333,3,1,1,92.0
577,Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,1780.0,19101,8,3,3,340.0
578,Tharwanis Rosa Bella ,Sector 36 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1170.0,8803,17,2,2,103.0
579,Status Vihar ,Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1200.0,7333,5,2,2,88.0
580,Proviso Complex ,Sector 35E Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1600.0,9062,6,3,3,145.0
581,Uma Elements ,Shilphata Navi Mumbai Mumbai,Shilphata Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,730.0,4794,11,1,2,35.0
582,Unnamed Property,Sector 17 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,750.0,9066,1,1,1,68.0
583,Mittal Tower CHS ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,650.0,18461,4,2,2,120.0
584,Ajmera Aeon ,1603 Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1995.0,23909,16,3,4,477.0
585,Unnamed Property,Jankalyan Nagar Mumbai,Malad Mumbai,5 to 10 Year,Ready To Move,Built Up Area,625.0,13280,7,1,2,83.0
586,Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,761.0,30000,7,2,2,228.0
587,Amar New Tashkent Terrace CHSL ,Borivali West Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1472.0,30000,7,4,4,442.0
588,Laxmi Avenue D Global City ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,645.0,4496,6,1,2,29.0
589,Sahakar Premier ,202 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1060.0,7735,2,2,2,82.0
590,One Hiranandani Park ,1303 Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Carpet Area,559.0,27728,5,2,2,155.0
591,Hiranandani Gardens Richmond Tower ,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,5000.0,33000,6,5,6,1650.0
592,Unnamed Property,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2100.0,41666,15,3,4,875.0
593,Unnamed Property,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2500.0,44000,14,4,5,1100.0
594,Hiranandani Castle Rock ,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,25920,12,2,2,324.0
595,Rustomjee Avenue L1 L2 and L4 ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,432.0,7407,9,1,1,32.0
596,Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,920.0,4836,4,2,2,44.5
597,Nahars Amrit Shakti ,Nahar Amrit Shakti r 12 Sector chandivali Film Studio chandivali Farm Road andheri E mumbai 400072 Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1313.0,20944,16,3,2,275.0
598,Regency Towers ,503 Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Super Built Up Area,1150.0,11304,5,2,2,130.0
599,Om Shree Apartment ,110 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,645.0,11937,7,1,1,77.0
600,Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1850.0,9081,3,3,3,168.0
601,Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1350.0,9777,10,2,2,132.0
602,Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,670.0,8955,2,2,2,60.0
603,Paradise Sai Crystals ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1175.0,9361,7,2,2,110.0
604,Unnamed Property,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1600.0,8312,10,3,3,133.0
605,Agarwal Solitaire ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,645.0,4728,4,1,2,30.5
606,Kalpataru Sunrise ,Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1645.0,15197,10,3,3,250.0
607,Unnamed Property,Andheri West Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1024.0,28320,8,2,2,290.0
608,Valencia Apartment ,203 Wadala East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,550.0,20909,2,1,2,115.0
609,Today Global Genesis ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1135.0,8810,7,2,2,100.0
610,Shreeji Arcade ,Sector 9 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1465.0,8873,11,3,3,130.0
611,Platinum Balaji Heights ,Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1200.0,6833,3,2,2,82.0
612,Kalpataru Srishti ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,827.0,16324,3,3,2,135.0
613,Giriraj Silver Star ,503 Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,650.0,9923,6,1,1,64.5
614,SKD Pinnacolo ,Pinnacolo Bravely Park Kankia Road Mira Road Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,765.0,14960,1,1,2,76.0
615,Amisha Empire ,Hatkesh Udhog Nagar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1080.0,8862,9,2,2,95.7
616,Prithvi Pride ,Vinay Nagar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,642.0,13705,5,2,2,88.0
617,Marathon Nexzone ,602 New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,825.0,7515,14,2,2,62.0
618,Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2800.0,35714,7,4,4,1000.0
619,Kalpataru Solitaire ,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,3000.0,46000,6,3,5,1380.0
620,Kalpataru Solitaire ,Juhu Mumbai South West Mumbai,Juhu Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2800.0,46428,5,3,3,1300.0
621,Unnamed Property,Juhu Mumbai South West Mumbai,Juhu Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1900.0,42105,13,3,3,800.0
622,Nahar Jonquille and Jamaica ,Powai Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,17809,8,2,2,187.0
623,New Satara CHS ,3rd Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1050.0,9333,3,2,2,98.0
624,Unnamed Property,Koparkhairane Sector 15 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100.0,10000,1,2,2,110.0
625,RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1650.0,16666,18,3,3,275.0
626,RNA NG Grand Plaza ,Sector 11 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,14166,10,2,2,170.0
627,Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100.0,13636,17,2,2,150.0
628,Satyam Harmony ,Sector 9 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1400.0,13214,17,3,2,185.0
629,Bhoomi Gardenia 2 ,Sector 20 Roadpali Navi Mumbai Kalamboli Navi Mumbai Mumbai,Kalamboli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1130.0,7433,10,2,2,84.0
630,Vicky Apartment ,Prabhadevi South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Built Up Area,2064.0,42393,2,4,4,875.0
631,Bhumiraj Hermitage ,2501 Palm Beach Navi Mumbai Mumbai,Palm Beach Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1693.0,25103,25,3,3,425.0
632,Baba Pearl Heights ,Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1275.0,6156,2,2,2,78.5
633,Unnamed Property,B601 Dadabhai Cross Road 1 Near Bhavans College Andheri West Mumbai 400058 Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Super Built Up Area,1100.0,19090,6,2,3,210.0
634,L and T Emerald Isle ,Powai Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,650.95,27960,12,2,2,182.0
635,Rustomjee Avenue L1 L2 and L4 ,Virar West Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,553.0,7866,8,2,2,43.5
636,Right Grishma Heights ,Kandivali West Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,704.0,29119,8,2,2,205.0
637,Right Grishma Heights ,Kandivali West Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Carpet Area,850.0,30065,17,3,3,256.0
638,Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,373.0,7640,6,1,1,28.5
639,Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,10+ Year,Ready To Move,Carpet Area,700.0,10000,3,2,2,70.0
640,Royce Vaibhavi City ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Carpet Area,650.0,6923,3,2,1,45.0
641,Sai Satyam Residency ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Carpet Area,435.0,8275,2,1,1,36.0
642,Raunak City 3 ,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Carpet Area,364.0,9890,6,1,1,36.0
643,Piramal Nagar CHS ,C 01 Goregaon West Mumbai,Goregaon Mumbai,10+ Year,Ready To Move,Super Built Up Area,905.0,30000,1,2,2,195.0
644,Unnamed Property,B Wing Oxford 202 Manpada Thane Mumbai,Manpada Thane,10+ Year,Ready To Move,Carpet Area,500.0,16400,2,1,2,82.0
645,Gajora Kalpavruksha Valley ,Sector 23 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,740.0,5135,1,1,2,38.0
646,Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,418.0,8851,5,1,1,37.0
647,Sai Kaveesha ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,418.0,9569,2,1,1,40.0
648,Royal Galaxy ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,685.0,4817,4,1,1,33.0
649,Royal Galaxy ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,460.0,5217,3,1,1,24.0
650,Unnamed Property,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,710.0,6338,7,1,1,45.0
651,Kabra Centroid ,Kalina Mumbai South West Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,18400,8,2,2,230.0
652,Juhi Residency ,Sector 5 Kamothe Sector 5 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1333.0,7501,9,2,2,100.0
653,Unnamed Property,Sector 20 Kamothe Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,650.0,7076,3,1,1,46.0
654,VUB Veermaa Paradise ,Sector 20 Kamothe Sector 20 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,680.0,9705,11,1,1,66.0
655,Unnamed Property,Sector 22 Kamothe Sector22 kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1000.0,7500,2,2,2,75.0
656,Omkar Meridia ,kurla west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,454.0,24229,8,1,1,110.0
657,Unnamed Property,IC Colony Mumbai,Borivali Mumbai,10+ Year,Ready To Move,Carpet Area,634.0,22082,3,2,2,140.0
658,Paradise Sai World City ,Xxxx Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1300.0,10000,12,2,2,130.0
659,Tejas Heights ,Xxx Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1154.0,10745,13,2,2,124.0
660,Ganraj Eknath Residency ,Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Built Up Area,490.0,5293,1,1,1,25.9
661,Runwal Forests ,3502 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1528.0,19306,43,3,2,295.0
662,Runwal Forests ,4504 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1729.0,17061,47,3,3,295.0
663,Runwal Forests ,2501 Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1729.0,17351,35,3,2,300.0
664,Aadi Allure ,302 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,665.0,23308,3,2,2,155.0
665,Aadi Allure ,1201 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,730.0,23972,12,2,2,175.0
666,Lake Primrose ,1010 Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,22000,10,3,3,330.0
667,Shraddha Autumn Park ,901 Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,375.0,25333,9,1,2,95.0
668,Vijay Garden ,kavesar Thane Mumbai,Kavesar Thane,10+ Year,Ready To Move,Super Built Up Area,650.0,8923,7,1,1,58.0
669,Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Carpet Area,664.0,6250,10,2,2,41.5
670,Godrej Tranquil ,Kandivali East Mumbai,Kandivali Mumbai,Under Construction,Under Construction,Carpet Area,438.0,23972,5,1,2,105.0
671,Unnamed Property,Acme Oasis Lokhandwala Township Kandivali East Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,17600,16,3,3,220.0
672,Deep Auralis The Twins ,Teen Hath Naka Thane Mumbai,Teen-Hath-Naka Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1999.0,15007,4,4,4,300.0
673,Hiranandani Northside ,Hiranandani Meadows Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,1780.0,19157,8,3,3,341.0
674,Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1080.0,27777,35,3,3,300.0
675,Jewel Heights ,403 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,590.0,6101,4,2,2,36.0
676,Jewel Heights ,305 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,560.0,6250,3,2,2,35.0
677,Jewel Heights ,401 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,490.0,5000,4,1,1,24.5
678,Jewel Heights ,202 Badlapur West Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Carpet Area,480.0,4791,2,1,1,23.0
679,Adhiraj Zinnia ,1402 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1600.0,13125,15,3,3,210.0
680,Indraprastha CHS ,Sion East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1300.0,38461,3,3,3,500.0
681,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,447.0,8892,23,1,1,39.8
682,Unnamed Property,1700 Anand Nagar Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1500.0,12142,19,3,3,170.0
683,Satyam Harmony ,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1205.0,16182,17,3,2,195.0
684,Unnamed Property,Kalyan East Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Super Built Up Area,690.0,4057,1,1,1,28.0
685,Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1100.0,10000,2,2,2,110.0
686,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1299.0,14241,12,2,2,185.0
687,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1427.0,19271,9,3,3,275.0
688,RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1427.0,13314,20,2,2,190.0
689,Juhi Serenity ,1806 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,14583,18,2,2,175.0
690,Unnamed Property,304 Gaovdevi Maidan Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Super Built Up Area,620.0,14516,3,1,1,90.0
691,Kanakia Paris ,1001 Bandra Kurla Complex Mumbai South West Mumbai,South Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1034.0,33849,10,3,2,350.0
692,Unnamed Property,401 Naupada Thane Mumbai,Naupada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,15333,4,3,3,230.0
693,Dosti West County ,2 Bhk Hill Facing Flat Available Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Built Up Area,800.0,14000,15,2,2,112.0
694,Unnamed Property,302 Naupada Thane Mumbai,Naupada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,16500,3,2,2,165.0
695,Unnamed Property,202 Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Carpet Area,700.0,17142,2,2,2,120.0
696,Hiranandani Gardens Lotus ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,850.0,30000,5,2,2,255.0
697,Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Built Up Area,817.0,11750,28,2,2,96.0
698,RNA NG Regency ,Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Built Up Area,580.0,9137,5,1,1,53.0
699,Orovia Phase 1 ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,1 to 5 Year,Ready To Move,Built Up Area,666.0,11111,19,1,2,74.0
700,Tharwani Krupa ,Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,980.0,8137,2,2,2,79.8
701,Om Aditya Paraiso ,Shilphata Navi Mumbai Mumbai,Shilphata Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,995.0,6331,1,2,2,63.0
702,Unnamed Property,2003 Hiranandani Estate Thane Mumbai,Hiranandani Thane,5 to 10 Year,Ready To Move,Carpet Area,750.0,17333,20,2,2,130.0
703,Unnamed Property,Sector 14 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1100.0,15454,2,2,2,170.0
704,Unnamed Property,Nalasopara East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,650.0,5076,1,1,2,33.0
705,Shree Ostwal Point ,Mira Bhayandar Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,308.0,13311,1,1,1,41.0
706,Unnamed Property,2bhk With Large Balcony Flat Available For Sell Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1100.0,11363,6,2,2,125.0
707,Oberoi Splendor ,Oberoi Splendor Nr Oberoi International School Jvlr Andheri East Mumbai 400060 Jogeshwari East Mumbai,Jogeshwari Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1377.0,28867,23,3,2,398.0
708,Indiabulls Greens ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1140.0,5701,34,2,2,65.0
709,Unnamed Property,Virar East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,485.0,4948,0,1,2,26.0
710,Ayodhya Saffron Residency ,1001 Nehru Nagar Central Mumbai suburbs Mumbai,Central Mumbai,Under Construction,Under Construction,Carpet Area,461.0,26030,10,1,2,120.0
711,Unnamed Property,Matunga East South Mumbai Mumbai,Matunga Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1750.0,42914,8,4,5,751.0
712,Unnamed Property,Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,900.0,12777,2,2,2,115.0
713,Balaji Mayuresh Delta ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1850.0,9189,8,3,3,170.0
