Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Lodha Amara ," Kolshet Road, Thane, Mumbai",1.55 Crore,"12,109",Built Up area: 1280 (118.92 sq.m.)Carpet area: 955 sq.ft. (88.72 sq.m.),3.0,3.0,25th  ,1 to 5 Year Old, Ready to move
Lodha Amara ," Kolshet Road, Thane, Mumbai",2 Crore,"11,904",Built Up area: 1680 (156.08 sq.m.)Carpet area: 1444 sq.ft. (134.15 sq.m.),4.0,4.0,28th  ,1 to 5 Year Old, Ready to move
Lodha Amara ," Kolshet Road, Thane, Mumbai",99.5 Lac,"8,923",Super Built up area 1115(103.59 sq.m.)Carpet area: 672 sq.ft. (62.43 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Lodha Amara ," Kolshet Road, Thane, Mumbai",69 Lac,"10,534",Built Up area: 655 (60.85 sq.m.)Carpet area: 472 sq.ft. (43.85 sq.m.),1.0,2.0,15th  ,1 to 5 Year Old, Ready to move
Lodha Amara ,"110, Kolshet Road, Thane, Mumbai",84 Lac,"11,125",Super Built up area 755(70.14 sq.m.)Built Up area: 620 sq.ft. (57.6 sq.m.)Carpet area: 585 sq.ft. (54.35 sq.m.),2.0,2.0,11st  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"303, Kolshet Road, Thane, Mumbai",73 Lac,"10,735",Super Built up area 680(63.17 sq.m.)Built Up area: 570 sq.ft. (52.95 sq.m.)Carpet area: 460 sq.ft. (42.74 sq.m.),1.0,2.0,3rd  ,1 to 5 Year Old, Ready to move
Lodha Amara ,"2905, Kolshet Road, Thane, Mumbai",1.55 Crore,"12,400",Super Built up area 1250(116.13 sq.m.)Built Up area: 1105 sq.ft. (102.66 sq.m.)Carpet area: 955 sq.ft. (88.72 sq.m.),3.0,3.0,29th  ,1 to 5 Year Old, Ready to move
Lodha Amara ,"1104, Kolshet Road, Thane, Mumbai",85 Lac,"14,529",Carpet area: 585 (54.35 sq.m.),2.0,2.0,11st  ,1 to 5 Year Old, Ready to move
Lodha Amara ," Kolshet Road, Thane, Mumbai",1 Crore,"8,968",Super Built up area 1115(103.59 sq.m.)Built Up area: 755 sq.ft. (70.14 sq.m.)Carpet area: 672 sq.ft. (62.43 sq.m.),2.0,2.0,18th  ,1 to 5 Year Old, Ready to move
Lodha Amara ," Kolshet Road, Thane, Mumbai",70 Lac,"9,271",Super Built up area 755(70.14 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 472 sq.ft. (43.85 sq.m.),1.0,2.0,18th  ,1 to 5 Year Old, Ready to move
Lodha Amara ," Kolshet Road, Thane, Mumbai",73 Lac,"11,230",Super Built up area 650(60.39 sq.m.)Carpet area: 472 sq.ft. (43.85 sq.m.),1.0,2.0,2nd  ,1 to 5 Year Old, Ready to move
Lodha Amara ," Kolshet Road, Thane, Mumbai",99 Lac,"8,878",Super Built up area 1115(103.59 sq.m.)Carpet area: 672 sq.ft. (62.43 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Bhakti Park, Wadala East, Mumbai Harbour, Mumbai",1.85 Crore,"21,764",Super Built up area 850(78.97 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Bhakti Park, Wadala East, Mumbai Harbour, Mumbai",1.85 Crore,"19,371",Super Built up area 955(88.72 sq.m.),2.0,2.0,16th  ,10+ Year Old, Ready to move
Comet Apartment ," Wadala East, Mumbai Harbour, Mumbai",1.15 Crore,"20,000",Super Built up area 575(53.42 sq.m.),1.0,2.0,4th  ,10+ Year Old, Ready to move
Lloyds Garden ," Prabhadevi, South Mumbai, Mumbai",7 Crore,"51,851",Carpet area: 1350 (125.42 sq.m.),3.0,3.0,12nd  ,10+ Year Old, Ready to move
Aristo Pearl Residency ," Prabhadevi, South Mumbai, Mumbai",4.75 Crore,"48,125",Carpet area: 987 (91.7 sq.m.),2.0,2.0,3rd  ,10+ Year Old, Ready to move
Aristo Pearl Residency ," Prabhadevi, South Mumbai, Mumbai",6 Crore,"44,444",Carpet area: 1350 (125.42 sq.m.),3.0,3.0,5th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Wadala East, Mumbai Harbour, Mumbai",5 Crore,"37,821",Carpet area: 1322 (122.82 sq.m.),3.0,3.0,32nd  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Wadala East, Mumbai Harbour, Mumbai",2.7 Crore,"42,187",Carpet area: 640 (59.46 sq.m.),2.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Wadala East, Mumbai Harbour, Mumbai",1.85 Crore,"26,428",Carpet area: 700 (65.03 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move
Amar Nana Vishnu Heights ,"Dombivli, Dombivli West, Mumbai Beyond Thane, Mumbai",65 Lac,"8,387",Carpet area: 775 (72 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Dombivali West, Kumbharkhan Pada, Mumbai Beyond Thane, Mumbai",40 Lac,"8,421",Carpet area: 475 (44.13 sq.m.),1.0,1.0,7th  ,5 to 10 Year Old, Ready to move Property
Hiranandani The Walk ," Hiranandani Estate, Thane, Mumbai",86 Lac,"13,650",Super Built up area 630(58.53 sq.m.)Built Up area: 550 sq.ft. (51.1 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
MAAD Nakoda Heights ,"104, Nalasopara West, Mira Road And Beyond, Mumbai",32 Lac,"4,475",Super Built up area 715(66.43 sq.m.),2.0,1.0,1st  ,1 to 5 Year Old, Ready to move
MAAD Nakoda Heights ,"504, Nalasopara West, Mira Road And Beyond, Mumbai",28 Lac,"5,137",Super Built up area 545(50.63 sq.m.),1.0,1.0,5th  ,1 to 5 Year Old, Ready to move
MAAD Nakoda Heights ,"904, Nalasopara West, Mira Road And Beyond, Mumbai",31 Lac,"4,335",Super Built up area 715(66.43 sq.m.),2.0,1.0,9th  ,1 to 5 Year Old, Ready to move
MAAD Nakoda Heights ,"104, Nalasopara West, Mira Road And Beyond, Mumbai",42 Lac,"4,970",Super Built up area 845(78.5 sq.m.),2.0,2.0,1st  ,1 to 5 Year Old, Ready to move
MAAD Nakoda Heights ,"904, Nalasopara West, Mira Road And Beyond, Mumbai",41.5 Lac,"4,970",Super Built up area 835(77.57 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Dombivali, Kumbharkhan Pada, Mumbai Beyond Thane, Mumbai",59 Lac,"6,820",Built Up area: 865 (80.36 sq.m.),2.0,2.0,1st  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099," Taloja, Navi Mumbai, Mumbai",55 Lac,"7,586",Carpet area: 725 (67.35 sq.m.),2.0,2.0,4th  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099,"Opp. Kharkopar Railway Station, Sector 16 Ulwe, Navi Mumbai, Mumbai",51 Lac,"7,555",Super Built up area 675(62.71 sq.m.),1.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Opp. Kharkopar Railway Station, Sector 16 Ulwe, Navi Mumbai, Mumbai",69.51 Lac,"6,715",Super Built up area 1035(96.15 sq.m.),2.0,2.0,2nd  ,0 to 1 Year Old, Ready to move Property
HDIL Premier Exotica ," Vidyavihar West, Central Mumbai suburbs, Mumbai",92 Lac,"13,609",Super Built up area 676(62.8 sq.m.)Carpet area: 456 sq.ft. (42.36 sq.m.),1.0,2.0,1st  ,1 to 5 Year Old, Ready to move
HDIL Premier Exotica ," Vidyavihar West, Central Mumbai suburbs, Mumbai",92 Lac,"13,589",Super Built up area 677(62.9 sq.m.)Carpet area: 451 sq.ft. (41.9 sq.m.),1.0,2.0,3rd  ,1 to 5 Year Old, Ready to move
HDIL Premier Residences ," kurla west, Central Mumbai suburbs, Mumbai",98 Lac,"14,626",Super Built up area 670(62.25 sq.m.)Carpet area: 451 sq.ft. (41.9 sq.m.),1.0,2.0,1st  ,1 to 5 Year Old, Ready to move
Maghnani Euphoria ,"Near Daily Mart, Sector 18 Ulwe, Navi Mumbai, Mumbai",86.51 Lac,"8,239",Super Built up area 1050(97.55 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move Property
Dweepmala Baline Dwellings ,"Prime Locality Of Ulwe, Sector 18 Ulwe, Navi Mumbai, Mumbai",52 Lac,"7,428",Super Built up area 700(65.03 sq.m.),1.0,2.0,2nd  ,0 to 1 Year Old, Ready to move Property
Hiranandani Rodas Enclave Eva ,"Near Tcs, Hiranandani Estate, Thane, Mumbai",2.27 Crore,"27,349",Carpet area: 830 (77.11 sq.m.),3.0,2.0,9th  ,1 to 5 Year Old, Ready to move
One Hiranandani Park ," Hiranandani Estate, Thane, Mumbai",6.5 Crore,"28,889",Carpet area: 2250 (209.03 sq.m.),4.0,3.0,11st  ,1 to 5 Year Old, Ready to move Property
Hiranandani Rodas Enclave ,"Nr Gate 2, Hiranandani Estate, Thane, Mumbai",2.45 Crore,"21,268",Carpet area: 1011 (93.92 sq.m.),3.0,3.0,10th  ,1 to 5 Year Old, Ready to move Property
Hiranandani Lavinia ,"Hiranandani Estate Gb Road Thane, Hiranandani Estate, Thane, Mumbai",90 Lac,"12,308",Super Built up area 700(65.03 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 421 sq.ft. (39.11 sq.m.),1.0,2.0,10th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Rodas Enclave, Hiranandani Estate, Thane, Mumbai",5.5 Crore,"27,227",Carpet area: 2020 (187.66 sq.m.),4.0,4.0,29th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"11 Th Floor, Hiranandani Estate, Thane, Mumbai",1.5 Crore,"20,134",Carpet area: 745 (69.21 sq.m.),2.0,2.0,11st  ,5 to 10 Year Old, Ready to move
Hiranandani Estate Canary ,"Canary, Patlipada, Thane, Mumbai",1.98 Crore,"22,525",Carpet area: 879 (81.66 sq.m.),3.0,2.0,23rd  ,5 to 10 Year Old, Ready to move
Hiranandani Lavinia ," Hiranandani Estate, Thane, Mumbai",85 Lac,"20,190",Carpet area: 421 (39.11 sq.m.),1.0,2.0,12nd  ,1 to 5 Year Old, Ready to move Property
Hiranandani Delanna ,"Near Tcs, Hiranandani Estate, Thane, Mumbai",1.62 Crore,"23,049",Carpet area: 702.83 (65.3 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"Lake Facing, Hiranandani Estate, Thane, Mumbai",58 Lac,"22,656",Carpet area: 256 (23.78 sq.m.),1.0,1.0,16th  ,0 to 1 Year Old, Ready to move
Hiranandani Delanna ,"Near Tcs, Hiranandani Estate, Thane, Mumbai",1.58 Crore,"22,480",Carpet area: 702.83 (65.3 sq.m.),2.0,2.0,3rd  ,0 to 1 Year Old, Ready to move
Hiranandani The Walk ,"1000, Hiranandani Estate, Thane, Mumbai",88 Lac,"13,968",Built Up area: 630 (58.53 sq.m.)Carpet area: 419 sq.ft. (38.93 sq.m.),1.0,2.0,7th  ,1 to 5 Year Old,
Toll Free 1800 41 99099,"Near Hiranandani School, Hiranandani Estate, Thane, Mumbai",1.7 Crore,"24,182",Carpet area: 703 (65.31 sq.m.),2.0,2.0,15th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"Solitaire -A, Thane West, Thane, Mumbai",79 Lac,"21,409",Carpet area: 369 (34.28 sq.m.),1.0,1.0,5th  ,0 to 1 Year Old, Ready to move
Hiranandani Eagleridge ,"Near Hiranandani Foundation School, Hiranandani Estate, Thane, Mumbai",1.7 Crore,"2,86,195",Carpet area: 59.4 ,2.0,2.0,20th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Nr Podar School, Hiranandani Estate, Thane, Mumbai",1.5 Crore,"15,015",Built Up area: 999 (92.81 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),2.0,2.0,11st  ,5 to 10 Year Old, Ready to move Property
Runwal Forests ," Kanjur marg west, Central Mumbai suburbs, Mumbai",3 Crore,"41,493",Carpet area: 723 (67.17 sq.m.),3.0,3.0,47  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ," Kanjur marg west, Central Mumbai suburbs, Mumbai",2.95 Crore,"40,410",Carpet area: 730 (67.82 sq.m.),3.0,3.0,46  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ," Kanjur marg west, Central Mumbai suburbs, Mumbai",3 Crore,"29,556",Built Up area: 1015 (94.3 sq.m.)Carpet area: 955 sq.ft. (88.72 sq.m.),3.0,3.0,46  ,0 to 1 Year Old, Ready to move Property
Susharda Edifice Celestial ," Bhandup West, Central Mumbai suburbs, Mumbai",1.57 Crore,"26,386",Super Built up area 595(55.28 sq.m.),1.0,2.0,21st  ,1 to 5 Year Old, Ready to move Property
Susharda Edifice Celestial ," Bhandup West, Central Mumbai suburbs, Mumbai",1.55 Crore,"24,603",Super Built up area 990(91.97 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move Property
Susharda Edifice Celestial ," Bhandup West, Central Mumbai suburbs, Mumbai",1.2 Crore,"19,047",Super Built up area 630(58.53 sq.m.)Carpet area: 421 sq.ft. (39.11 sq.m.),1.0,2.0,21st  ,0 to 1 Year Old, Ready to move Property
Sunrays Meera Enclave ," Sector 17 Ulwe, Navi Mumbai, Mumbai",40 Lac,"6,015",Super Built up area 665(61.78 sq.m.)Built Up area: 655 sq.ft. (60.85 sq.m.)Carpet area: 420 sq.ft. (39.02 sq.m.),1.0,2.0,1st  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Kharghar, Navi Mumbai, Mumbai",40 Lac,"6,451",Built Up area: 620 (57.6 sq.m.),1.0,1.0,1st  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099," Kanjur Marg East, Central Mumbai suburbs, Mumbai",78.5 Lac,"22,959",Carpet area: 341.9 (31.76 sq.m.),1.0,2.0,7th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Kanjur Marg East, Central Mumbai suburbs, Mumbai",77.5 Lac,"22,707",Carpet area: 341.3 (31.71 sq.m.),1.0,2.0,8th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Kanjur Marg East, Central Mumbai suburbs, Mumbai",1.07 Crore,"23,480",Carpet area: 455.69 (42.33 sq.m.),2.0,2.0,10th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Kanjurmarg East, Central Mumbai suburbs, Mumbai",72 Lac,"22,648",Carpet area: 317.9 (29.53 sq.m.),1.0,2.0,3rd  ,0 to 1 Year Old, Ready to move
Lodha Kiara ," Worli, South Mumbai, Mumbai",6.8 Crore,"56,808",Carpet area: 1197 (111.2 sq.m.),3.0,3.0,39th  ,1 to 5 Year Old, Ready to move
Shree Rajal Enclave ,"701, Ghansoli, Navi Mumbai, Mumbai",75 Lac,"10,869",Super Built up area 690(64.1 sq.m.),1.0,1.0,7th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Kanjur Marg East, Central Mumbai suburbs, Mumbai",72.5 Lac,"22,870",Carpet area: 317 (29.45 sq.m.),1.0,2.0,2nd  ,0 to 1 Year Old, Ready to move
Yogsiddhi Sumukh Hills ,"Near Akurli Metro Station, Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.5 Crore,"14,851",Super Built up area 1010(93.83 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 620 sq.ft. (57.6 sq.m.),2.0,2.0,20th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Kharghar, Navi Mumbai, Mumbai",55 Lac,"8,148",Built Up area: 675 (62.71 sq.m.),1.0,1.0,1st  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Kanjur Marg East, Central Mumbai suburbs, Mumbai",88 Lac,"20,188",Carpet area: 435.9 (40.5 sq.m.),1.0,2.0,6th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Kanjur Marg East, Central Mumbai suburbs, Mumbai",78.55 Lac,"23,035",Carpet area: 341 (31.68 sq.m.),1.0,2.0,12nd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Kanjur Marg East, Central Mumbai suburbs, Mumbai",78.6 Lac,"23,049",Carpet area: 341 (31.68 sq.m.),1.0,2.0,13rd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Kanjur Marg East, Central Mumbai suburbs, Mumbai",1.04 Crore,"22,807",Carpet area: 456 (42.36 sq.m.),2.0,2.0,13rd  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Kanjur Marg East, Central Mumbai suburbs, Mumbai",97.5 Lac,"23,049",Carpet area: 423 (39.3 sq.m.),2.0,2.0,3rd  ,1 to 5 Year Old, Ready to move
Hiranandani Castle Rock ,"Hiranandani Gardens - Powai, Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",3.1 Crore,"24,800",Super Built up area 1250(116.13 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 777 sq.ft. (72.19 sq.m.),2.0,2.0,7th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"Near Palm Beach Road, Nerul, Navi Mumbai, Mumbai",3.5 Crore,"18,918",Super Built up area 1850(171.87 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,5th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"Near Palm Beach Road, Seawoods, Navi Mumbai, Mumbai",4 Crore,"18,181",Super Built up area 2200(204.39 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,12nd  ,5 to 10 Year Old, Ready to move
Neel Sidhi Atlantis ,"Nerul Est, Sector 19A Nerul, Navi Mumbai, Mumbai",1.95 Crore,"14,444",Super Built up area 1350(125.42 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move
Om Prabhu Manohar ,"Seawoods, Sector 50 Seawoods, Navi Mumbai, Mumbai",90 Lac,"12,857",Super Built up area 700(65.03 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,13rd  ,1 to 5 Year Old, Ready to move
RNA NG Eclat ,"000, Andheri West, Mumbai Andheri-Dahisar, Mumbai",4.5 Crore,"40,250",Carpet area: 1118 (103.87 sq.m.),3.0,3.0,15th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Seawoods, Navi Mumbai, Mumbai",1.7 Crore,"14,782",Built Up area: 1150 (106.84 sq.m.),2.0,2.0,2nd  ,0 to 1 Year Old, Ready to move
Sonal Dev Yogi Krishna ,"101, Sector 18 Ulwe, Navi Mumbai, Mumbai",89 Lac,"7,542",Super Built up area 1180(109.63 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 740 sq.ft. (68.75 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move
The Rutu Estate ," Brahmand, Thane, Mumbai",62 Lac,"10,973",Super Built up area 565(52.49 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,1st  ,10+ Year Old, Ready to move
Kabra Happy Valley ," Manpada, Thane, Mumbai",71.5 Lac,"12,434",Super Built up area 575(53.42 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,7th  ,10+ Year Old, Ready to move
The Park Residences ," Oshiwara, Mumbai Andheri-Dahisar, Mumbai",4.85 Crore,"44,090",Carpet area: 1100 (102.19 sq.m.),3.0,3.0,40th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Jogeshwari West, Mumbai Andheri-Dahisar, Mumbai",1.7 Crore,"8,947",Carpet area: 1900 (176.52 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
RNA NG Eclat ," Andheri West, Mumbai Andheri-Dahisar, Mumbai",3.85 Crore,"34,436",Carpet area: 1118 (103.87 sq.m.),3.0,3.0,28th  ,1 to 5 Year Old, Ready to move
Adani Western Heights ," 4 Bunglows, Mumbai Andheri-Dahisar, Mumbai",4.7 Crore,"27,647",Super Built up area 1700(157.94 sq.m.)Carpet area: 1070 sq.ft. (99.41 sq.m.),3.0,3.0,12nd  ,1 to 5 Year Old, Ready to move
Neminath Imperia ," SV Patel Nagar, Mumbai Andheri-Dahisar, Mumbai",2.1 Crore,"27,631",Carpet area: 760 (70.61 sq.m.),2.0,2.0,21st  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Oshiwara, Mumbai Andheri-Dahisar, Mumbai",2.25 Crore,"18,750",Carpet area: 1200 (111.48 sq.m.),3.0,3.0,7th  ,1 to 5 Year Old, Ready to move
Urja Green Valley Feather ," Taloja, Navi Mumbai, Mumbai",55 Lac,"5,069",Super Built up area 1085(100.8 sq.m.),2.0,2.0,13rd  ,1 to 5 Year Old, Ready to move
Lodha Casa Essenza ,"Western Express Highway, Dahisar East, Mumbai Andheri-Dahisar, Mumbai",71.78 Lac,"12,270",Super Built up area 585(54.35 sq.m.)Carpet area: 423 sq.ft. (39.3 sq.m.),1.0,1.0,5th  ,1 to 5 Year Old, Ready to move
Lodha Aqua ,"Western Express Highway, Dahisar East, Mumbai Andheri-Dahisar, Mumbai",1.21 Crore,"11,757",Super Built up area 1027(95.41 sq.m.)Carpet area: 735 sq.ft. (68.28 sq.m.),2.0,2.0,7th  ,1 to 5 Year Old, Ready to move
Mayfair Codename Sara Powai ,"Hiranandani Link Road, Vikhroli West, Central Mumbai suburbs, Mumbai",1.55 Crore,"24,642",Carpet area: 629 (58.44 sq.m.),2.0,2.0,27th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Riviera Chs Hiranandani Thane, Hiranandani Estate, Thane, Mumbai",1.4 Crore,"19,178",Carpet area: 730 (67.82 sq.m.),2.0,2.0,9th  ,10+ Year Old, Ready to move Property
SB Prakruti Pearl ,"Prakruti Pearl Hiranandani Thane, Hiranandani Estate, Thane, Mumbai",1.05 Crore,"10,194",Super Built up area 1030(95.69 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move Property
Hiranandani Eagleridge ,"Eagleridge Hiranandani Estate, Hiranandani Estate, Thane, Mumbai",2.45 Crore,"28,823",Carpet area: 850 (78.97 sq.m.),3.0,2.0,3rd  ,0 to 1 Year Old, Ready to move Property
Bhoomi Acres ,"Bhoomi Acres Hiranandani Thane, Hiranandani Estate, Thane, Mumbai",50 Lac,"9,615",Super Built up area 520(48.31 sq.m.),1.0,1.0,7th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Canosa Chs Hiranandani Thane, Hiranandani Estate, Thane, Mumbai",1.05 Crore,"16,153",Carpet area: 650 (60.39 sq.m.),2.0,2.0,2nd  ,10+ Year Old, Ready to move Property
Toll Free 1800 41 99099,"Princeton Chs. Ltd., Hiranandani Estate, Thane, Mumbai",1.7 Crore,"15,454",Carpet area: 1100 (102.19 sq.m.),3.0,3.0,12nd  ,10+ Year Old, Ready to move Property
Lodha Lakeshore Greens ,"801, Dombivli East, Mumbai Beyond Thane, Mumbai",53.5 Lac,"4,863",Super Built up area 1100(102.19 sq.m.)Built Up area: 910 sq.ft. (84.54 sq.m.)Carpet area: 702 sq.ft. (65.22 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move Property
Lodha Lakeshore Greens ," Dombivli East, Mumbai Beyond Thane, Mumbai",57 Lac,"5,181",Super Built up area 1100(102.19 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 734 sq.ft. (68.19 sq.m.),2.0,2.0,4th  ,1 to 5 Year Old, Ready to move Property
Lodha Lakeshore Greens ," Dombivli East, Mumbai Beyond Thane, Mumbai",42.5 Lac,"4,166",Super Built up area 1020(94.76 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Dombivli East, Mumbai Beyond Thane, Mumbai",44 Lac,"4,214",Super Built up area 1044(96.99 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 638 sq.ft. (59.27 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Higher Floor, Kharghar, Navi Mumbai, Mumbai",50 Lac,"7,352",Super Built up area 680(63.17 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1.0,1st  ,1 to 5 Year Old, Ready to move Property
Hubtown Redwood and Rosewood ," Mira Road East, Mira Road And Beyond, Mumbai",1.15 Crore,"9,871",Super Built up area 1165(108.23 sq.m.),2.0,2.0,10th  ,5 to 10 Year Old, Ready to move
JP North ," Mira Road East, Mira Road And Beyond, Mumbai",90.25 Lac,"10,630",Super Built up area 849(78.87 sq.m.),2.0,2.0,5th  ,1 to 5 Year Old, Ready to move
JP North ," Mira Road East, Mira Road And Beyond, Mumbai",56 Lac,"14,213",Carpet area: 394 (36.6 sq.m.),1.0,1.0,21st  ,0 to 1 Year Old, Ready to move
JP North Celeste ," Vinay Nagar, Mira Road And Beyond, Mumbai",65.25 Lac,"13,181",Carpet area: 495 (45.99 sq.m.),1.0,2.0,12nd  ,1 to 5 Year Old, Ready to move
DGS Sheetal Deep Complex ,"1000, Morya Nagar, Mira Road And Beyond, Mumbai",28 Lac,"4,705",Super Built up area 595(55.28 sq.m.),1.0,2.0,10th  ,0 to 1 Year Old, Ready to move
Ravi Gaurav Aster ," Kashimira, Mira Road And Beyond, Mumbai",51 Lac,"6,000",Built Up area: 850 (78.97 sq.m.)Carpet area: 585 sq.ft. (54.35 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move
Grishma Enclave Chs ," Mira Road, Mira Road And Beyond, Mumbai",40.5 Lac,"7,363",Super Built up area 550(51.1 sq.m.)Carpet area: 390 sq.ft. (36.23 sq.m.),1.0,2.0,3rd  ,10+ Year Old, Ready to move
Godrej Garden Enclave ," Vikhroli East, Central Mumbai suburbs, Mumbai",1.5 Crore,"28,409",Carpet area: 528 (49.05 sq.m.),1.0,2.0,15th  ,10+ Year Old, Ready to move
SMGK Associate Residency ,"Off S V Rd Near Agarwal Estate, Jogeshwari West, Mumbai Andheri-Dahisar, Mumbai",1.1 Crore,"16,666",Super Built up area 660(61.32 sq.m.)Carpet area: 440 sq.ft. (40.88 sq.m.),1.0,2.0,14th  ,1 to 5 Year Old, Ready to move
Shanti Nagar Chs ," Shanti Nagar, Mira Road And Beyond, Mumbai",1.25 Crore,"12,500",Super Built up area 1000(92.9 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),4.0,2.0,1st  ,10+ Year Old, Ready to move
Shubham Jijai Angan ," Taloja, Navi Mumbai, Mumbai",37 Lac,"7,597",Carpet area: 487 (45.24 sq.m.),1.0,2.0,3rd  ,0 to 1 Year Old, Ready to move
