Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability,Area_SqFt,Region,Price_Lakh
Puraniks Tokyo Bay ,Kasar vadavali Thane Mumbai,83 Lac,8383,Super Built Up Area,2,2,13,0 to 1 Year,Ready To Move,990,Vadavali Thane,83.0
JVM Sarvam ,Ghodbunder Road Thane Mumbai,53 Lac,7748,Super Built Up Area,1,2,6,1 to 5 Year,Ready To Move,684,Road Thane,53.0
Raunak Unnathi Greens ,Ghodbunder Road Thane Mumbai,63 Lac,7865,Super Built Up Area,2,2,1,1 to 5 Year,Ready To Move,801,Road Thane,63.0
Hiranandani Eagleridge ,Hiranandani Estate Hiranandani Estate Thane Mumbai,2.4 Crore,25263,Carpet Area,3,2,13,0 to 1 Year,Ready To Move,950,Hiranandani-Estate Thane,240.0
Kanakia Hollywood ,Versova Mumbai,3.1 Crore,44034,Carpet Area,2,2,11,1 to 5 Year,Ready To Move,704,Versova Mumbai,310.0
Paradise Sai Miracle ,902 Sector 35E Kharghar Navi Mumbai Mumbai,1.9 Crore,11111,Super Built Up Area,3,3,11,5 to 10 Year,Ready To Move,1710,Kharghar Navi-Mumbai,190.0
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,1 Crore,11235,Super Built Up Area,2,2,14,1 to 5 Year,Ready To Move,890,Ghansoli Navi-Mumbai,100.0
Jai Natraj Residency ,401 Sector 19 Kharghar Navi Mumbai Mumbai,43.51 Lac,7017,Super Built Up Area,1,2,4,5 to 10 Year,Ready To Move,620,Kharghar Navi-Mumbai,43.5
Rosa Bella ,Waghbil Waghbil Thane Mumbai,1.99 Crore,19900,Super Built Up Area,3,3,28,5 to 10 Year,Ready To Move,1470,Waghbil Thane,199.0
Unnamed Property,Sector 18 Kamothe Navi Mumbai Mumbai,1.2 Crore,12631,Carpet Area,2,2,9,5 to 10 Year,Ready To Move,950,Kamothe Navi-Mumbai,120.0
Ornate Kallisto ,Bhiwandi Mumbai Beyond Thane Mumbai,36.5 Lac,7572,Carpet Area,1,2,10,0 to 1 Year,Ready To Move,482,Mumbai Thane,36.5
Sai Satyam Homes ,Kalyan West Mumbai Beyond Thane Mumbai,55 Lac,5641,Super Built Up Area,2,2,10,0 to 1 Year,Ready To Move,975,Mumbai Thane,55.0
Marathon Nexzone ,000 New Panvel Navi Mumbai Mumbai,86.5 Lac,7119,Super Built Up Area,2,2,24,1 to 5 Year,Ready To Move,1215,Panvel Navi-Mumbai,86.5
Marathon Nexzone ,000 New Panvel Navi Mumbai Mumbai,85 Lac,6995,Super Built Up Area,2,2,10,1 to 5 Year,Ready To Move,1215,Panvel Navi-Mumbai,85.0
Vedant Sumeet Elegance ,1302 Manpada Thane Mumbai,1.5 Crore,15384,Carpet Area,3,3,13,5 to 10 Year,Ready To Move,975,Manpada Thane,150.0
Regency Towers ,704 Thane West Thane Mumbai,1.75 Crore,16666,Carpet Area,3,3,7,10+ Year,Ready To Move,1050,Thane Thane,175.0
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,1.9 Crore,14626,Super Built Up Area,2,2,20,0 to 1 Year,Ready To Move,1299,Ghansoli Navi-Mumbai,190.0
RNA NG Grand Plaza ,Ghansoli Navi Mumbai Mumbai,2.55 Crore,15454,Super Built Up Area,3,3,37,0 to 1 Year,Ready To Move,1650,Ghansoli Navi-Mumbai,255.0
Salangpur Salasar Aangan ,602 Kanakia Park Mira Road And Beyond Mumbai,1.2 Crore,9084,Super Built Up Area,3,3,6,1 to 5 Year,Ready To Move,1321,Mira Road,120.0
Neelkanth Oasis ,Sector 13 Kharghar Navi Mumbai Mumbai,92 Lac,9302,Super Built Up Area,2,2,1,5 to 10 Year,Ready To Move,989,Kharghar Navi-Mumbai,92.0
Sunteck Signia High ,Borivali East Mumbai,4.99 Crore,30613,Carpet Area,4,4,3,0 to 1 Year,Ready To Move,1630,Borivali Mumbai,499.0
Right Grishma Heights ,Kandivali West Mumbai,1.28 Crore,28571,Carpet Area,1,2,7,1 to 5 Year,Ready To Move,448,Kandivali Mumbai,128.0
Satnam Paradise ,Lok Upvan Thane Mumbai,95 Lac,11176,Built Up Area,2,2,6,10+ Year,Ready To Move,850,Upvan Thane,95.0
SD Epsilon Tower ,Thakur Village Mumbai,2.4 Crore,31578,Carpet Area,2,2,13,1 to 5 Year,Ready To Move,760,Thakur Village,240.0
Dheeraj Insignia ,501 Kalina Mumbai South West Mumbai,5.5 Crore,21153,Super Built Up Area,4,4,5,1 to 5 Year,Ready To Move,2600,Kalina Mumbai,550.0
Terrain Heights ,Santacruz East Mumbai South West Mumbai,2.11 Crore,20288,Super Built Up Area,2,2,6,1 to 5 Year,Ready To Move,1040,Santacruz Mumbai,211.0
Kanakia Paris ,1501 Bandra Kurla Complex Mumbai South West Mumbai,2.94 Crore,34525,Super Built Up Area,2,2,15,1 to 5 Year,Ready To Move,965,Complex Mumbai,294.0
Hiranandani Rodas Enclave Eva ,Hiranandani Estate Thane Mumbai,2.13 Crore,25177,Carpet Area,3,2,4,1 to 5 Year,Ready To Move,846,Hiranandani-Estate Thane,213.0
AO f Residences ,Malad East Mumbai,1.98 Crore,27134,Carpet Area,2,2,27,0 to 1 Year,Ready To Move,729.7,Malad Mumbai,198.0
Orchid Suburbia ,Kandivali West Mumbai,3.49 Crore,29083,Carpet Area,3,3,20,5 to 10 Year,Ready To Move,1200,Kandivali Mumbai,349.0
Arihant Anaika ,Taloja Navi Mumbai Mumbai,32 Lac,8205,Carpet Area,1,2,4,0 to 1 Year,Ready To Move,390,Taloja Navi-Mumbai,32.0
Unnamed Property,Sector 36 Kharghar Navi Mumbai Mumbai,39 Lac,10000,Carpet Area,1,1,6,1 to 5 Year,Ready To Move,390,Kharghar Navi-Mumbai,39.0
Unnamed Property,409 Sector 36 Kharghar Navi Mumbai Mumbai,42 Lac,12000,Carpet Area,1,1,9,1 to 5 Year,Ready To Move,350,Kharghar Navi-Mumbai,42.0
L and T Emerald Isle ,10th Floor Powai Central Mumbai suburbs Mumbai,2.4 Crore,21818,Super Built Up Area,2,2,9,0 to 1 Year,Ready To Move,1100,Central Mumbai,240.0
Fortune Springs ,Kharghar Kharghar Navi Mumbai Mumbai,1.16 Crore,8592,Super Built Up Area,2,2,9,1 to 5 Year,Ready To Move,1350,Kharghar Navi-Mumbai,116.0
Agarwal Lifestyle ,Virar West Mira Road And Beyond Mumbai,46 Lac,5317,Super Built Up Area,2,2,7,1 to 5 Year,Ready To Move,865,Mira Road,46.0
Sai Yashaskaram ,1900 Sector 27 Kharghar Navi Mumbai Mumbai,1.9 Crore,12258,Super Built Up Area,3,3,10,1 to 5 Year,Ready To Move,1550,Kharghar Navi-Mumbai,190.0
Progressive Prive ,Prime Locality Of Ulwe Navi Mumbai Mumbai,95 Lac,8182,Super Built Up Area,2,2,3,0 to 1 Year,Ready To Move,1155,Ulwe Navi-Mumbai,95.0
Bhagwati Greens 2 ,2700 Sector 23 Kharghar Navi Mumbai Mumbai,2.75 Crore,15277,Super Built Up Area,3,3,28,0 to 1 Year,Ready To Move,1800,Kharghar Navi-Mumbai,275.0
Bhagwati Greens ,1400 Sector 23 Kharghar Navi Mumbai Mumbai,2.45 Crore,17753,Super Built Up Area,2,2,14,0 to 1 Year,Ready To Move,1380,Kharghar Navi-Mumbai,245.0
Balaji Delta Central ,900 Kharghar Navi Mumbai Mumbai,3.25 Crore,15476,Super Built Up Area,3,3,9,0 to 1 Year,Ready To Move,2100,Kharghar Navi-Mumbai,325.0
Balaji Delta Central ,2300 Kharghar Navi Mumbai Mumbai,1.85 Crore,14341,Super Built Up Area,2,2,23,0 to 1 Year,Ready To Move,1290,Kharghar Navi-Mumbai,185.0
Unique Shanti The Address ,101 Mira Road Mira Road And Beyond Mumbai,76 Lac,10133,Super Built Up Area,1,2,2,0 to 1 Year,Ready To Move,750,Mira Road,76.0
Unique Shanti The Address ,Mira Road Mira Road And Beyond Mumbai,1.1 Crore,1947,Carpet Area,2,2,3,0 to 1 Year,Ready To Move,5647,Mira Road,110.0
Unnamed Property,Bevarly Park Mira Road And Beyond Mumbai,48 Lac,9411,Super Built Up Area,1,1,4,10+ Year,Ready To Move,510,Mira Road,48.0
Paradise Sai World City ,800 Panvel Navi Mumbai Mumbai,1.5 Crore,10000,Super Built Up Area,2,2,15,0 to 1 Year,Ready To Move,1500,Panvel Navi-Mumbai,150.0
Paradise Sai World City ,1000 Panvel Navi Mumbai Mumbai,1.8 Crore,9399,Super Built Up Area,3,3,15,0 to 1 Year,Ready To Move,1915,Panvel Navi-Mumbai,180.0
Mukti Shantinath Tower ,Virar West Mira Road And Beyond Mumbai,37.6 Lac,5637,Built Up Area,2,2,13,0 to 1 Year,Ready To Move,667,Mira Road,37.6
Bhagwati Greens 2 ,1400 Sector 23 Kharghar Navi Mumbai Mumbai,2.85 Crore,15833,Super Built Up Area,3,3,14,0 to 1 Year,Ready To Move,1800,Kharghar Navi-Mumbai,285.0
Bhagwati Greens 2 ,2800 Sector 23 Kharghar Navi Mumbai Mumbai,1.65 Crore,13750,Super Built Up Area,2,2,13,0 to 1 Year,Ready To Move,1200,Kharghar Navi-Mumbai,165.0
Unnamed Property,K1263 Bhiwandi Mumbai Beyond Thane Mumbai,70 Lac,5255,Built Up Area,3,2,16,0 to 1 Year,Ready To Move,1332,Mumbai Thane,70.0
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,79 Lac,11205,Super Built Up Area,1,1,16,1 to 5 Year,Ready To Move,705,Ghansoli Navi-Mumbai,79.0
Hiranandani Avalon ,2525 Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,3.25 Crore,28217,Super Built Up Area,2,2,25,5 to 10 Year,Ready To Move,1150,Central Mumbai,325.0
Shiv Om CHS ,1212 Chandivali Central Mumbai suburbs Mumbai,2.09 Crore,13933,Super Built Up Area,3,3,12,5 to 10 Year,Ready To Move,1500,Central Mumbai,209.0
Unnamed Property,Waghbil Thane Mumbai,73 Lac,16441,Carpet Area,1,2,12,0 to 1 Year,Ready To Move,444,Waghbil Thane,73.0
Silver Sea View ,Charkop Sector 8 Charkop Mumbai,93 Lac,14396,Super Built Up Area,1,2,2,10+ Year,Ready To Move,646,Charkop Charkop,93.0
Sunny Orchid Bliss ,1200 Sector 5 Ulwe Navi Mumbai Mumbai,1.02 Crore,10200,Super Built Up Area,2,2,12,0 to 1 Year,Ready To Move,1000,Ulwe Navi-Mumbai,102.0
Shree Balaji Amrit ,400 Ulwe Navi Mumbai Mumbai,53 Lac,7759,Super Built Up Area,1,1,4,0 to 1 Year,Ready To Move,683,Ulwe Navi-Mumbai,53.0
R W Devashree Park ,222 Kolshet Industrial Area Thane Mumbai,1.2 Crore,10434,Super Built Up Area,3,3,7,5 to 10 Year,Ready To Move,1150,Area Thane,120.0
Aurum Q Residences ,26 Th Floor Ghansoli Navi Mumbai Mumbai,1.8 Crore,15000,Super Built Up Area,2,2,26,0 to 1 Year,Ready To Move,1200,Ghansoli Navi-Mumbai,180.0
Aurum Q Residences ,26 Th Floor Ghansoli Navi Mumbai Mumbai,1.2 Crore,16000,Super Built Up Area,1,1,26,0 to 1 Year,Ready To Move,750,Ghansoli Navi-Mumbai,120.0
Indiabulls Greens ,000 Panvel Navi Mumbai Mumbai,65 Lac,5216,Super Built Up Area,2,2,22,1 to 5 Year,Ready To Move,1246,Panvel Navi-Mumbai,65.0
Ashar Edge ,Pokhran 2 Thane Mumbai,1.59 Crore,23382,Carpet Area,2,2,29,0 to 1 Year,Ready To Move,680,Pokhran Thane,159.0
Ashar Edge ,Pokhran 2 Thane Mumbai,1.1 Crore,24719,Carpet Area,1,2,27,0 to 1 Year,Ready To Move,445,Pokhran Thane,110.0
L and T Crescent Bay ,L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,4.67 Crore,24578,Super Built Up Area,3,3,20,0 to 1 Year,Ready To Move,1900,Parel Mumbai,467.0
Dosti Acres ,Wadala East Mumbai Harbour Mumbai,1.29 Crore,30000,Carpet Area,1,2,4,10+ Year,Ready To Move,430,Mumbai Harbour,129.0
Unnamed Property,L T Crescent Bay Jerbai Wadia Road Parel Parel South Mumbai Mumbai,5.91 Crore,25695,Super Built Up Area,3,3,17,1 to 5 Year,Ready To Move,2300,Parel Mumbai,591.0
Nahars Amrit Shakti ,Nahar Amrit Shakti r 12 Sector chandivali Film Studio chandivali Farm Road andheri E mumbai 400072 Chandivali Central Mumbai suburbs Mumbai,3.25 Crore,21035,Super Built Up Area,3,2,9,5 to 10 Year,Ready To Move,1545,Central Mumbai,325.0
Nahars Amrit Shakti ,Nahar Amrit Shakti r 12 Sector chandivali Film Studio chandivali Farm Road andheri E mumbai 400072 Chandivali Central Mumbai suburbs Mumbai,3.3 Crore,22853,Super Built Up Area,3,2,21,5 to 10 Year,Ready To Move,1444,Central Mumbai,330.0
L and T Crescent Bay ,Tower 3 Callisto L T Crescent Bay Jerbai Wadia Road Parel Mumbai Parel South Mumbai Mumbai,4.9 Crore,27222,Super Built Up Area,3,3,9,1 to 5 Year,Ready To Move,1800,Parel Mumbai,490.0
Unnamed Property,Chandivali Central Mumbai suburbs Mumbai,67 Lac,16341,Super Built Up Area,1,1,5,10+ Year,Ready To Move,410,Central Mumbai,67.0
Omkar Alta Monte ,Omkar Alta Monte Malad East Malad East Mumbai,3.26 Crore,19404,Built Up Area,3,3,25,1 to 5 Year,Ready To Move,1680,Malad Malad,326.0
Unnamed Property,203 Santacruz East Mumbai South West Mumbai,75 Lac,27777,Carpet Area,1,1,2,5 to 10 Year,Ready To Move,270,Santacruz Mumbai,75.0
Unnamed Property,301 Kalina Mumbai South West Mumbai,3.5 Crore,36842,Carpet Area,3,3,3,1 to 5 Year,Ready To Move,950,Kalina Mumbai,350.0
Unnamed Property,301 Ambernath East Mumbai Beyond Thane Mumbai,65 Lac,9893,Carpet Area,2,2,3,0 to 1 Year,Ready To Move,657,Mumbai Thane,65.0
Unnamed Property,301 Kalina Mumbai South West Mumbai,1.75 Crore,26923,Carpet Area,2,2,3,10+ Year,Ready To Move,650,Kalina Mumbai,175.0
Unnamed Property,401 Kalina Mumbai South West Mumbai,2.6 Crore,33333,Carpet Area,2,2,4,10+ Year,Ready To Move,780,Kalina Mumbai,260.0
Ashtavinayak Aangan ,Sector 8 Ulwe Navi Mumbai Mumbai,92 Lac,7666,Super Built Up Area,2,2,11,0 to 1 Year,Ready To Move,1200,Ulwe Navi-Mumbai,92.0
Shree Labheshwar Aura ,Ulwe Navi Mumbai Mumbai,90 Lac,7964,Super Built Up Area,2,2,9,0 to 1 Year,Ready To Move,1130,Ulwe Navi-Mumbai,90.0
Siddhi Belleza ,102 Kutak Bandhan Navi Mumbai Mumbai,90 Lac,7594,Super Built Up Area,2,2,1,0 to 1 Year,Ready To Move,1185,Bandhan Navi-Mumbai,90.0
Unnamed Property,Sector 35G Kharghar Navi Mumbai Mumbai,1.85 Crore,11044,Super Built Up Area,3,3,11,1 to 5 Year,Ready To Move,1675,Kharghar Navi-Mumbai,185.0
Vinay Unique Gardens ,Virar West Mira Road And Beyond Mumbai,32 Lac,6808,Carpet Area,1,2,14,1 to 5 Year,Ready To Move,470,Mira Road,32.0
Sunshine Solaris ,Virar West Mira Road And Beyond Mumbai,30 Lac,4347,Built Up Area,1,1,4,1 to 5 Year,Ready To Move,690,Mira Road,30.0
Sunshine Solaris ,Virar West Mira Road And Beyond Mumbai,45 Lac,5084,Built Up Area,2,2,7,1 to 5 Year,Ready To Move,885,Mira Road,45.0
Krishna Vastu 1 ,Evershine Nagar Mumbai,1.65 Crore,27500,Carpet Area,2,2,2,10+ Year,Ready To Move,600,Evershine Nagar,165.0
Unnamed Property,Sector 20 Kharghar Navi Mumbai Mumbai,1.2 Crore,11940,Super Built Up Area,2,2,7,1 to 5 Year,Ready To Move,1005,Kharghar Navi-Mumbai,120.0
Unnamed Property,Shilphata Navi Mumbai Mumbai,34 Lac,4715,Super Built Up Area,1,2,3,0 to 1 Year,Ready To Move,721,Shilphata Navi-Mumbai,34.0
Unnamed Property,3652 Kalyan West Mumbai Beyond Thane Mumbai,1.05 Crore,8235,Built Up Area,3,3,13,10+ Year,Ready To Move,1275,Mumbai Thane,105.0
Ganraj Eknath Residency ,Dombivli East Thane Mumbai,19.61 Lac,5447,Built Up Area,1,1,4,0 to 1 Year,Ready To Move,360,Dombivli Thane,19.6
Ajmera Himalayan Heights ,Bhakti Park Wadala East Mumbai Harbour Mumbai,2.85 Crore,21673,Super Built Up Area,3,3,5,10+ Year,Ready To Move,1315,Mumbai Harbour,285.0
Ajmera Girnar ,Wadala East Mumbai Harbour Mumbai,1.89 Crore,19790,Super Built Up Area,2,2,5,10+ Year,Ready To Move,955,Mumbai Harbour,189.0
Shah Royale ,Sector 2 Kharghar Navi Mumbai Mumbai,1.35 Crore,12616,Super Built Up Area,2,2,4,5 to 10 Year,Ready To Move,1070,Kharghar Navi-Mumbai,135.0
Anmol Residency ,301 Kharghar Navi Mumbai Mumbai,85 Lac,11805,Carpet Area,2,2,3,5 to 10 Year,Ready To Move,720,Kharghar Navi-Mumbai,85.0
Mahi Kripa ,602 Ranjanpada Navi Mumbai Mumbai,58 Lac,12083,Carpet Area,1,2,6,5 to 10 Year,Ready To Move,480,Ranjanpada Navi-Mumbai,58.0
Unnamed Property,Hiranandani Estate Hiranandani Estate Thane Mumbai,1.33 Crore,16625,Super Built Up Area,2,2,6,10+ Year,Ready To Move,800,Hiranandani-Estate Thane,133.0
Balaji Symphony ,New Panvel Navi Mumbai Mumbai,54 Lac,8571,Built Up Area,1,2,24,1 to 5 Year,Ready To Move,630,Panvel Navi-Mumbai,54.0
Ekta Parksville ,Virar West Mira Road And Beyond Mumbai,43 Lac,6475,Carpet Area,2,2,3,1 to 5 Year,Ready To Move,664,Mira Road,43.0
Sky Pan Apartment ,Shastri Nagar Mumbai,2.8 Crore,35000,Carpet Area,2,2,8,10+ Year,Ready To Move,800,Shastri Nagar,280.0
Unnamed Property,Oshiwara Mumbai,3.3 Crore,30000,Built Up Area,2,2,6,10+ Year,Ready To Move,1100,Oshiwara Mumbai,330.0
Goodwill Heritage ,201 Sector 16 Koparkhairane Navi Mumbai Mumbai,1.2 Crore,11822,Super Built Up Area,2,2,2,10+ Year,Ready To Move,1015,Koparkhairane Navi-Mumbai,120.0
Unnamed Property,Andheri East JVLR Mumbai,89 Lac,22250,Carpet Area,1,1,4,10+ Year,Ready To Move,400,Andheri Jvlr,89.0
One Hiranandani Park ,Eagleton Hiranandani Estate Thane Mumbai,6.95 Crore,30888,Carpet Area,4,4,21,1 to 5 Year,Ready To Move,2250,Hiranandani-Estate Thane,695.0
Hiranandani-Estate Chelsea ,9th Of 14th Floor Hiranandani Estate Thane Mumbai,1.85 Crore,23125,Carpet Area,3,3,9,5 to 10 Year,Ready To Move,800,Hiranandani-Estate Thane,185.0
Hiranandani Eagleridge ,12th Of 34 Th Floor Hiranandani Estate Thane Mumbai,1.7 Crore,24147,Carpet Area,2,2,12,0 to 1 Year,Ready To Move,704,Hiranandani-Estate Thane,170.0
Raj Florenza ,102 Vijay Park Mira Road And Beyond Mumbai,94 Lac,8785,Super Built Up Area,2,2,1,0 to 1 Year,Ready To Move,1070,Mira Road,94.0
Unnamed Property,304 Mira Road East Mira Road And Beyond Mumbai,65.5 Lac,8664,Super Built Up Area,1,2,3,0 to 1 Year,Ready To Move,756,Mira Road,65.5
Unnamed Property,Sector 21 Kamothe Navi Mumbai Mumbai,89 Lac,7355,Built Up Area,2,2,11,1 to 5 Year,Ready To Move,1210,Kamothe Navi-Mumbai,89.0
Unnamed Property,Sector 58 Seawoods Navi Mumbai Mumbai,6.5 Crore,34031,Super Built Up Area,3,3,10,10+ Year,Ready To Move,1910,Seawoods Navi-Mumbai,650.0
Hiranandani Rodas Enclave Woodville ,Hiranandani Estate Thane Mumbai,1.65 Crore,15865,Super Built Up Area,2,2,17,1 to 5 Year,Ready To Move,1040,Hiranandani-Estate Thane,165.0
Hiranandani Lavinia ,A Wing Hiranandani Estate Thane Mumbai,88 Lac,13968,Super Built Up Area,1,2,25,1 to 5 Year,Ready To Move,630,Hiranandani-Estate Thane,88.0
Unnamed Property,Near Hiranandani School Hiranandani Estate Thane Mumbai,3 Crore,30030,Carpet Area,3,3,9,0 to 1 Year,Ready To Move,999,Hiranandani-Estate Thane,300.0
Aashapura Crown City ,Kalyan West Mumbai Beyond Thane Mumbai,65 Lac,9615,Carpet Area,2,2,1,1 to 5 Year,Ready To Move,676,Mumbai Thane,65.0
Geomatrix Silver Crest ,Just Opposite Of Khandeshwar Station Sector 25 Khandeshhwar Navi Mumbai Mumbai,62.5 Lac,8928,Super Built Up Area,1,1,6,1 to 5 Year,Ready To Move,700,Khandeshhwar Navi-Mumbai,62.5
Unnamed Property,500 Kasar vadavali Thane Mumbai,52.5 Lac,12411,Carpet Area,1,2,5,1 to 5 Year,Ready To Move,423,Vadavali Thane,52.5
Neelkanth Residency ,Sector 18 Ulwe Navi Mumbai Mumbai,52 Lac,8387,Built Up Area,1,1,4,1 to 5 Year,Ready To Move,620,Ulwe Navi-Mumbai,52.0
Mangeshi Jupiter ,Ambivli Mumbai Beyond Thane Mumbai,44 Lac,7119,Carpet Area,2,2,5,0 to 1 Year,Ready To Move,618,Mumbai Thane,44.0
Unnamed Property,Dahisar West Mumbai,1.55 Crore,21379,Carpet Area,2,2,1,10+ Year,Ready To Move,725,Dahisar Mumbai,155.0
Hiranandani Regent Hill ,Hiranandani Gardens Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,1.46 Crore,30416,Super Built Up Area,1,2,5,0 to 1 Year,Ready To Move,480,Central Mumbai,146.0
Unnamed Property,Sector 18 Kharghar Navi Mumbai Mumbai,55 Lac,8461,Built Up Area,1,1,4,5 to 10 Year,Ready To Move,650,Kharghar Navi-Mumbai,55.0
K Raheja Residency ,Sankalp Colony Mumbai,1.9 Crore,16521,Super Built Up Area,2,2,5,5 to 10 Year,Ready To Move,1150,Sankalp Colony,190.0
Mauli Omkar ,0000 Malad East Mumbai,75 Lac,18750,Carpet Area,1,2,18,0 to 1 Year,Ready To Move,400,Malad Mumbai,75.0
Jewel Palms ,802 Sonivali Mumbai Beyond Thane Mumbai,19.75 Lac,4691,Super Built Up Area,1,1,8,0 to 1 Year,Ready To Move,615,Mumbai Thane,19.8
Jewel Heights ,902 Badlapur West Mumbai Beyond Thane Mumbai,24.5 Lac,5212,Super Built Up Area,1,2,9,0 to 1 Year,Ready To Move,700,Mumbai Thane,24.5
Vishwa Hans ,001 Sector 35 Kharghar Navi Mumbai Mumbai,1.15 Crore,14375,Carpet Area,2,2,7,1 to 5 Year,Ready To Move,800,Kharghar Navi-Mumbai,115.0
Balaji Heights ,001 Kharghar Navi Mumbai Mumbai,2.99 Crore,17588,Carpet Area,4,4,29,0 to 1 Year,Ready To Move,1700,Kharghar Navi-Mumbai,299.0
Shree Sai Sapphire ,Powai Central Mumbai suburbs Mumbai,3.5 Crore,19000,Super Built Up Area,3,3,22,1 to 5 Year,Ready To Move,1500,Central Mumbai,350.0
Shree Sai Sapphire ,Powai Central Mumbai suburbs Mumbai,3.25 Crore,21666,Super Built Up Area,3,3,22,1 to 5 Year,Ready To Move,1500,Central Mumbai,325.0
Unnamed Property,Powai Vihar Complex Near Gopal Sharma School Powai Central Mumbai suburbs Mumbai,6.75 Crore,18334,Super Built Up Area,6,6,22,1 to 5 Year,Ready To Move,3000,Central Mumbai,675.0
Unnamed Property,Sher E Punjab Colony Mumbai,1.44 Crore,20869,Carpet Area,2,2,3,10+ Year,Ready To Move,690,Punjab Colony,144.0
Elegant Olympia ,Sector 21 Ulwe Navi Mumbai Mumbai,48 Lac,7164,Super Built Up Area,1,2,3,1 to 5 Year,Ready To Move,670,Ulwe Navi-Mumbai,48.0
S H Grand Arena ,Sector 2 Ulwe Navi Mumbai Mumbai,54 Lac,8000,Super Built Up Area,1,2,8,1 to 5 Year,Ready To Move,675,Ulwe Navi-Mumbai,54.0
Unnamed Property,Sector 14 Kharghar Navi Mumbai Mumbai,1.65 Crore,10312,Super Built Up Area,3,3,3,10+ Year,Ready To Move,1600,Kharghar Navi-Mumbai,165.0
Unnamed Property,Sector 5 New Panvel East Navi Mumbai Mumbai,85 Lac,10000,Carpet Area,3,2,3,10+ Year,Ready To Move,850,Panvel Navi-Mumbai,85.0
Unnamed Property,Sector 5 New Panvel East Navi Mumbai Mumbai,55 Lac,10000,Built Up Area,1,1,2,10+ Year,Ready To Move,550,Panvel Navi-Mumbai,55.0
Unnamed Property,Lokhandwala Andheri West Mumbai,2.4 Crore,22429,Carpet Area,3,3,17,10+ Year,Ready To Move,1070,Lokhandwala Andheri,240.0
Unnamed Property,Sai Nagar Navi Mumbai Mumbai,62 Lac,9841,Carpet Area,2,2,3,10+ Year,Ready To Move,630,Nagar Navi-Mumbai,62.0
Unnamed Property,Sunder Nagar Kalina Mumbai South West Mumbai,2.3 Crore,23000,Super Built Up Area,2,2,5,1 to 5 Year,Ready To Move,1000,Kalina Mumbai,230.0
Unnamed Property,204 Kalher Thane Mumbai,22 Lac,3893,Built Up Area,1,1,2,5 to 10 Year,Ready To Move,565,Kalher Thane,22.0
Marathon Cosmos ,Moti Nagar Central Mumbai suburbs Mumbai,1.45 Crore,16111,Super Built Up Area,2,2,2,10+ Year,Ready To Move,900,Central Mumbai,145.0
Swastik Sarita ,Sector 10 Sanpada Navi Mumbai Mumbai,75 Lac,18750,Carpet Area,1,2,1,10+ Year,Ready To Move,400,Sanpada Navi-Mumbai,75.0
Nahar Laurel and Lilac ,1853 Chandivali Central Mumbai suburbs Mumbai,1.92 Crore,19793,Super Built Up Area,2,2,9,1 to 5 Year,Ready To Move,970,Central Mumbai,192.0
Unnamed Property,002 Nalasopara West Mira Road And Beyond Mumbai,31.9 Lac,4907,Super Built Up Area,1,2,0,0 to 1 Year,Ready To Move,650,Mira Road,31.9
Hubtown Gardenia ,Chandan Shanti Mira Road And Beyond Mumbai,67.25 Lac,9962,Super Built Up Area,1,2,10,5 to 10 Year,Ready To Move,675,Mira Road,67.2
JP North ,Mira Road East Mira Road And Beyond Mumbai,96.25 Lac,11257,Super Built Up Area,2,2,23,1 to 5 Year,Ready To Move,855,Mira Road,96.2
Kalpataru Srishti ,Mira Road East Mira Road And Beyond Mumbai,1.5 Crore,18137,Carpet Area,3,2,3,5 to 10 Year,Ready To Move,827,Mira Road,150.0
Kalpataru Srishti ,Mira Road East Mira Road And Beyond Mumbai,1.45 Crore,17533,Carpet Area,3,2,11,5 to 10 Year,Ready To Move,827,Mira Road,145.0
Patels Elysium ,Ambernath East Mumbai Beyond Thane Mumbai,22 Lac,3384,Super Built Up Area,1,1,12,1 to 5 Year,Ready To Move,650,Mumbai Thane,22.0
QN Heights ,Taloje Majkur Navi Mumbai Mumbai,23 Lac,3432,Built Up Area,1,2,3,0 to 1 Year,Ready To Move,670,Majkur Navi-Mumbai,23.0
Runwal Forests ,Kanjur marg west Central Mumbai suburbs Mumbai,1.65 Crore,24962,Carpet Area,2,2,10,1 to 5 Year,Ready To Move,661,Central Mumbai,165.0
Sunteck West World ,1370 Naigaon East Mira Road And Beyond Mumbai,64 Lac,11700,Carpet Area,2,2,13,0 to 1 Year,Ready To Move,547,Mira Road,64.0
Unnamed Property,Juhu Mumbai South West Mumbai,12.5 Crore,39062,Super Built Up Area,4,4,3,0 to 1 Year,Ready To Move,3200,Juhu Mumbai,1250.0
Siddhi Highland Gardens ,Dhokali Thane Mumbai,80 Lac,12121,Super Built Up Area,1,2,4,5 to 10 Year,Ready To Move,660,Dhokali Thane,80.0
