Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
Aurum Q Residences ,"26 Th Floor, Ghansoli, Navi-Mumbai, Mumbai",1.2 Crore,"16,000",Super Built up area 750(69.68 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 513 sq.ft. (47.66 sq.m.),1,1,26th  ,0 to 1 Year Old, Ready to move Property
Indiabulls Greens ,"000, Panvel, Navi-Mumbai, Mumbai",65 Lac,"5,216",Super Built up area 1246(115.76 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 890 sq.ft. (82.68 sq.m.),2,2,22nd  ,1 to 5 Year Old, Ready to move
Ashar Edge ," Pokhran 2, Thane, Mumbai",1.59 Crore,"23,382",Carpet area: 680 (63.17 sq.m.),2,2,29th  ,0 to 1 Year Old, Ready to move Property
Ashar Edge ," Pokhran 2, Thane, Mumbai",1.1 Crore,"24,719",Carpet area: 445 (41.34 sq.m.),1,2,27th  ,0 to 1 Year Old, Ready to move Property
L and T Crescent Bay ,"L & T Crescent Bay, Jerbai Wadia Road, Parel, Mumbai., Parel, South Mumbai, Mumbai",4.67 Crore,"24,578",Super Built up area 1900(176.52 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,20th  ,0 to 1 Year Old, Ready to move
Dosti Acres ," Wadala East, Mumbai Harbour, Mumbai",1.29 Crore,"30,000",Carpet area: 430 (39.95 sq.m.),1,2,4th  ,10+ Year Old, Ready to move
Unnamed Property,"L & T Crescent Bay, Jerbai Wadia Road, Parel., Parel, South Mumbai, Mumbai",5.91 Crore,"25,695",Super Built up area 2300(213.68 sq.m.)Built Up area: 2275 sq.ft. (211.35 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,17th  ,1 to 5 Year Old, Ready to move
Nahars Amrit Shakti ,"Nahar Amrit Shakti,r-12 Sector,chandivali Film Studio,chandivali Farm Road,andheri (E),mumbai 400072, Chandivali, Central Mumbai suburbs, Mumbai",3.25 Crore,"21,035",Super Built up area 1545(143.54 sq.m.)Built Up area: 1236 sq.ft. (114.83 sq.m.)Carpet area: 988 sq.ft. (91.79 sq.m.),3,2,9th  ,5 to 10 Year Old, Ready to move
Nahars Amrit Shakti ,"Nahar Amrit Shakti,r-12 Sector,chandivali Film Studio,chandivali Farm Road,andheri (E),mumbai 400072, Chandivali, Central Mumbai suburbs, Mumbai",3.3 Crore,"22,853",Super Built up area 1444(134.15 sq.m.)Built Up area: 1260 sq.ft. (117.06 sq.m.)Carpet area: 874 sq.ft. (81.2 sq.m.),3,2,21st  ,5 to 10 Year Old, Ready to move
L and T Crescent Bay ,"Tower 3, Callisto, L & T Crescent Bay, Jerbai Wadia Road, Parel, Mumbai., Parel, South Mumbai, Mumbai",4.9 Crore,"27,222",Super Built up area 1800(167.23 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,9th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Chandivali, Central Mumbai suburbs, Mumbai",67 Lac,"16,341",Super Built up area 410(38.09 sq.m.)Built Up area: 370 sq.ft. (34.37 sq.m.)Carpet area: 320 sq.ft. (29.73 sq.m.),1,1,5th  ,10+ Year Old, Ready to move
Omkar Alta Monte ,"Omkar Alta Monte Malad East, Malad East,  Mumbai",3.26 Crore,"19,404",Built Up area: 1680 (156.08 sq.m.)Carpet area: 1227 sq.ft. (113.99 sq.m.),3,3,25th  ,1 to 5 Year Old, Ready to move Property
Unnamed Property,"203, Santacruz East, Mumbai South West, Mumbai",75 Lac,"27,777",Carpet area: 270 (25.08 sq.m.),1,1,2nd  ,5 to 10 Year Old, Ready to move
Unnamed Property,"301, Kalina, Mumbai South West, Mumbai",3.5 Crore,"36,842",Carpet area: 950 (88.26 sq.m.),3,3,3rd  ,1 to 5 Year Old, Ready to move
Unnamed Property,"301, Ambernath East, Mumbai Beyond Thane, Mumbai",65 Lac,"9,893",Carpet area: 657 (61.04 sq.m.),2,2,3rd  ,0 to 1 Year Old, Ready to move
Unnamed Property,"301, Kalina, Mumbai South West, Mumbai",1.75 Crore,"26,923",Carpet area: 650 (60.39 sq.m.),2,2,3rd  ,10+ Year Old, Ready to move
Unnamed Property,"401, Kalina, Mumbai South West, Mumbai",2.6 Crore,"33,333",Carpet area: 780 (72.46 sq.m.),2,2,4th  ,10+ Year Old, Ready to move
Ashtavinayak Aangan ," Sector 8 Ulwe, Navi-Mumbai, Mumbai",92 Lac,"7,666",Super Built up area 1200(111.48 sq.m.)Built Up area: 1180 sq.ft. (109.63 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,11st  ,0 to 1 Year Old, Ready to move
Shree Labheshwar Aura ," Ulwe, Navi-Mumbai, Mumbai",90 Lac,"7,964",Super Built up area 1130(104.98 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,9th  ,0 to 1 Year Old, Ready to move
Siddhi Belleza ,"102, Kutak Bandhan, Navi-Mumbai, Mumbai",90 Lac,"7,594",Super Built up area 1185(110.09 sq.m.)Built Up area: 980 sq.ft. (91.04 sq.m.)Carpet area: 756 sq.ft. (70.23 sq.m.),2,2,1st  ,0 to 1 Year Old, Ready to move
Unnamed Property," Sector 35G Kharghar, Navi-Mumbai, Mumbai",1.85 Crore,"11,044",Super Built up area 1675(155.61 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,11st  ,1 to 5 Year Old, Ready to move
Vinay Unique Gardens ," Virar West, Mira Road And Beyond, Mumbai",32 Lac,"6,808",Carpet area: 470 (43.66 sq.m.),1,2,14th  ,1 to 5 Year Old, Ready to move
Sunshine Solaris ," Virar West, Mira Road And Beyond, Mumbai",30 Lac,"4,347",Built Up area: 690 (64.1 sq.m.),1,1,4th  ,1 to 5 Year Old, Ready to move
Sunshine Solaris ," Virar West, Mira Road And Beyond, Mumbai",45 Lac,"5,084",Built Up area: 885 (82.22 sq.m.),2,2,7th  ,1 to 5 Year Old, Ready to move
Krishna Vastu 1 ," Evershine Nagar,  Mumbai",1.65 Crore,"27,500",Carpet area: 600 (55.74 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move
Unnamed Property," Sector 20 Kharghar, Navi-Mumbai, Mumbai",1.2 Crore,"11,940",Super Built up area 1005(93.37 sq.m.)Carpet area: 822 sq.ft. (76.37 sq.m.),2,2,7th  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Shilphata, Navi-Mumbai, Mumbai",34 Lac,"4,715",Super Built up area 721(66.98 sq.m.)Built Up area: 577 sq.ft. (53.61 sq.m.)Carpet area: 465 sq.ft. (43.2 sq.m.),1,2,3rd  ,0 to 1 Year Old, Ready to move
Unnamed Property,"3652, Kalyan West, Mumbai Beyond Thane, Mumbai",1.05 Crore,"8,235",Built Up area: 1275 (118.45 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),3,3,13rd  ,10+ Year Old, Ready to move
Ganraj Eknath Residency ," Dombivli East Thane, Mumbai",19.61 Lac,"5,447",Built Up area: 360 (33.45 sq.m.)Carpet area: 260 sq.ft. (24.15 sq.m.),1,1,4th  ,0 to 1 Year Old, Ready to move
Ajmera Himalayan Heights ,"Bhakti Park, Wadala East, Mumbai Harbour, Mumbai",2.85 Crore,"21,673",Super Built up area 1315(122.17 sq.m.),3,3,5th  ,10+ Year Old, Ready to move
Ajmera Girnar ," Wadala East, Mumbai Harbour, Mumbai",1.89 Crore,"19,790",Super Built up area 955(88.72 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2,2,5th  ,10+ Year Old, Ready to move
Shah Royale ," Sector 2 Kharghar, Navi-Mumbai, Mumbai",1.35 Crore,"12,616",Super Built up area 1070(99.41 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,4th  ,5 to 10 Year Old, Ready to move
Anmol Residency ,"301, Kharghar, Navi-Mumbai, Mumbai",85 Lac,"11,805",Carpet area: 720 (66.89 sq.m.),2,2,3rd  ,5 to 10 Year Old, Ready to move
Mahi Kripa ,"602, Ranjanpada, Navi-Mumbai, Mumbai",58 Lac,"12,083",Carpet area: 480 (44.59 sq.m.),1,2,6th  ,5 to 10 Year Old, Ready to move
Unnamed Property,"Hiranandani-Estate, Hiranandani-Estate, Thane, Mumbai",1.33 Crore,"16,625",Super Built up area 800(74.32 sq.m.)Carpet area: 664 sq.ft. (61.69 sq.m.),2,2,6th  ,10+ Year Old, Ready to move
Balaji Symphony ," New Panvel, Navi-Mumbai, Mumbai",54 Lac,"8,571",Built Up area: 630 (58.53 sq.m.),1,2,24th  ,1 to 5 Year Old, Ready to move
Ekta Parksville ," Virar West, Mira Road And Beyond, Mumbai",43 Lac,"6,475",Carpet area: 664 (61.69 sq.m.),2,2,3rd  ,1 to 5 Year Old, Ready to move
Sky Pan Apartment ," Shastri Nagar,  Mumbai",2.8 Crore,"35,000",Carpet area: 800 (74.32 sq.m.),2,2,8th  ,10+ Year Old, Ready to move
Unnamed Property," Oshiwara,  Mumbai",3.3 Crore,"30,000",Built Up area: 1100 (102.19 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,6th  ,10+ Year Old, Ready to move
Goodwill Heritage ,"201, Sector 16 Koparkhairane, Navi-Mumbai, Mumbai",1.2 Crore,"11,822",Super Built up area 1015(94.3 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move Property
Unnamed Property,"Andheri East, JVLR,  Mumbai",89 Lac,"22,250",Carpet area: 400 (37.16 sq.m.),1,1,4th  ,10+ Year Old, Ready to move Property
One Hiranandani Park ,"Eagleton, Hiranandani-Estate, Thane, Mumbai",6.95 Crore,"30,888",Carpet area: 2250 (209.03 sq.m.),4,4,21st  ,1 to 5 Year Old, Ready to move
Hiranandani-Estate Chelsea ,"9th Of 14th Floor, Hiranandani-Estate, Thane, Mumbai",1.85 Crore,"23,125",Carpet area: 800 (74.32 sq.m.),3,3,9th  ,5 to 10 Year Old, Ready to move
Hiranandani Eagleridge ,"12th Of 34 Th Floor, Hiranandani-Estate, Thane, Mumbai",1.7 Crore,"24,147",Carpet area: 704 (65.4 sq.m.),2,2,12nd  ,0 to 1 Year Old, Ready to move
Raj Florenza ,"102, Vijay Park, Mira Road And Beyond, Mumbai",94 Lac,"8,785",Super Built up area 1070(99.41 sq.m.)Carpet area: 711 sq.ft. (66.05 sq.m.),2,2,1st  ,0 to 1 Year Old, Ready to move Property
Unnamed Property,"304, Mira Road East, Mira Road And Beyond, Mumbai",65.5 Lac,"8,664",Super Built up area 756(70.23 sq.m.)Carpet area: 518 sq.ft. (48.12 sq.m.),1,2,3rd  ,0 to 1 Year Old, Ready to move Property
Unnamed Property," Sector 21 Kamothe, Navi-Mumbai, Mumbai",89 Lac,"7,355",Built Up area: 1210 (112.41 sq.m.)Carpet area: 775 sq.ft. (72 sq.m.),2,2,11st  ,1 to 5 Year Old, Ready to move Property
Unnamed Property," Sector 58 Seawoods, Navi-Mumbai, Mumbai",6.5 Crore,"34,031",Super Built up area 1910(177.44 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,10th  ,10+ Year Old, Ready to move
Hiranandani Rodas Enclave Woodville ," Hiranandani-Estate, Thane, Mumbai",1.65 Crore,"15,865",Super Built up area 1040(96.62 sq.m.)Carpet area: 727 sq.ft. (67.54 sq.m.),2,2,17th  ,1 to 5 Year Old, Ready to move
Hiranandani Lavinia ,"A- Wing, Hiranandani-Estate, Thane, Mumbai",88 Lac,"13,968",Super Built up area 630(58.53 sq.m.)Carpet area: 421 sq.ft. (39.11 sq.m.),1,2,25th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"Near Hiranandani School, Hiranandani-Estate, Thane, Mumbai",3 Crore,"30,030",Carpet area: 999 (92.81 sq.m.),3,3,9th  ,0 to 1 Year Old, Ready to move
Aashapura Crown City ," Kalyan West, Mumbai Beyond Thane, Mumbai",65 Lac,"9,615",Carpet area: 676 (62.8 sq.m.),2,2,1st  ,1 to 5 Year Old, Ready to move Property
Geomatrix Silver Crest ,"Just Opposite Of Khandeshwar Station, Sector 25 Khandeshhwar, Navi-Mumbai, Mumbai",62.5 Lac,"8,928",Super Built up area 700(65.03 sq.m.)Built Up area: 695 sq.ft. (64.57 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),1,1,6th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"500, Kasar vadavali, Thane, Mumbai",52.5 Lac,"12,411",Carpet area: 423 (39.3 sq.m.),1,2,5th  ,1 to 5 Year Old, Ready to move Property
Neelkanth Residency ," Sector 18 Ulwe, Navi-Mumbai, Mumbai",52 Lac,"8,387",Built Up area: 620 (57.6 sq.m.),1,1,4th  ,1 to 5 Year Old, Ready to move
Mangeshi Jupiter ," Ambivli, Mumbai Beyond Thane, Mumbai",44 Lac,"7,119",Carpet area: 618 (57.41 sq.m.),2,2,5th  ,0 to 1 Year Old, Ready to move Property
Unnamed Property," Dahisar West,  Mumbai",1.55 Crore,"21,379",Carpet area: 725 (67.35 sq.m.),2,2,1st  ,10+ Year Old, Ready to move Property
Hiranandani Regent Hill ,"Hiranandani Gardens - Powai, Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",1.46 Crore,"30,416",Super Built up area 480(44.59 sq.m.)Built Up area: 420 sq.ft. (39.02 sq.m.)Carpet area: 379 sq.ft. (35.21 sq.m.),1,2,5th  ,0 to 1 Year Old, Ready to move
Unnamed Property," Sector 18 Kharghar, Navi-Mumbai, Mumbai",55 Lac,"8,461",Built Up area: 650 (60.39 sq.m.),1,1,4th  ,5 to 10 Year Old, Ready to move Property
K Raheja Residency ," Sankalp Colony,  Mumbai",1.9 Crore,"16,521",Super Built up area 1150(106.84 sq.m.)Carpet area: 725 sq.ft. (67.35 sq.m.),2,2,5th  ,5 to 10 Year Old, Ready to move
Mauli Omkar ,"0000, Malad East,  Mumbai",75 Lac,"18,750",Carpet area: 400 ,1,2,18th  ,0 to 1 Year Old, Ready to move
Jewel Palms ,"802, Sonivali, Mumbai Beyond Thane, Mumbai",19.75 Lac,"4,691",Super Built up area 615(57.14 sq.m.)Built Up area: 610 sq.ft. (56.67 sq.m.)Carpet area: 421 sq.ft. (39.11 sq.m.),1,1,8th  ,0 to 1 Year Old, Ready to move
Jewel Heights ,"902, Badlapur West, Mumbai Beyond Thane, Mumbai",24.5 Lac,"5,212",Super Built up area 700(65.03 sq.m.)Built Up area: 695 sq.ft. (64.57 sq.m.)Carpet area: 470 sq.ft. (43.66 sq.m.),1,2,9th  ,0 to 1 Year Old, Ready to move
Vishwa Hans ,"001, Sector 35 Kharghar, Navi-Mumbai, Mumbai",1.15 Crore,"14,375",Carpet area: 800 (74.32 sq.m.),2,2,7th  ,1 to 5 Year Old, Ready to move
Balaji Heights ,"001, Kharghar, Navi-Mumbai, Mumbai",2.99 Crore,"17,588",Carpet area: 1700 (157.94 sq.m.),4,4,29th  ,0 to 1 Year Old, Ready to move
Shree Sai Sapphire ," Powai, Central Mumbai suburbs, Mumbai",3.5 Crore,"19,000",Super Built up area 1500(139.35 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3,3,22nd  ,1 to 5 Year Old, Ready to move
Shree Sai Sapphire ," Powai, Central Mumbai suburbs, Mumbai",3.25 Crore,"21,666",Super Built up area 1500(139.35 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3,3,22nd  ,1 to 5 Year Old, Ready to move
Unnamed Property,"Powai Vihar Complex Near Gopal Sharma School, Powai, Central Mumbai suburbs, Mumbai",6.75 Crore,"18,334",Super Built up area 3000(278.71 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),6,6,22nd  ,1 to 5 Year Old, Ready to move
Unnamed Property," Sher E Punjab Colony,  Mumbai",1.44 Crore,"20,869",Carpet area: 690 (64.1 sq.m.),2,2,3rd  ,10+ Year Old, Ready to move
Elegant Olympia ,"Sector 21 Ulwe, Navi-Mumbai, Mumbai",48 Lac,"7,164",Super Built up area 670(62.25 sq.m.)Built Up area: 660 sq.ft. (61.32 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1,2,3rd  ,1 to 5 Year Old, Ready to move
S H Grand Arena ,"Sector 2 Ulwe, Navi-Mumbai, Mumbai",54 Lac,"8,000",Super Built up area 675(62.71 sq.m.)Built Up area: 670 sq.ft. (62.25 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1,2,8th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Sector 14 Kharghar, Navi-Mumbai, Mumbai",1.65 Crore,"10,312",Super Built up area 1600(148.64 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3,3,3rd  ,10+ Year Old, Ready to move
Unnamed Property," Sector 5 New Panvel East, Navi-Mumbai, Mumbai",85 Lac,"10,000",Carpet area: 850 (78.97 sq.m.),3,2,3rd  ,10+ Year Old, Ready to move
Unnamed Property," Sector 5 New Panvel East, Navi-Mumbai, Mumbai",55 Lac,"10,000",Built Up area: 550 (51.1 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1,1,2nd  ,10+ Year Old, Ready to move
Unnamed Property," Lokhandwala Andheri West,  Mumbai",2.4 Crore,"22,429",Carpet area: 1070 (99.41 sq.m.),3,3,17th  ,10+ Year Old, Ready to move
Unnamed Property," Sai Nagar, Navi-Mumbai, Mumbai",62 Lac,"9,841",Carpet area: 630 (58.53 sq.m.),2,2,3rd  ,10+ Year Old, Ready to move
Unnamed Property,"Sunder Nagar, Kalina, Mumbai South West, Mumbai",2.3 Crore,"23,000",Super Built up area 1000(92.9 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,5th  ,1 to 5 Year Old, Ready to move
Unnamed Property,"204, Kalher, Thane, Mumbai",22 Lac,"3,893",Built Up area: 565 (52.49 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1,1,2nd  ,5 to 10 Year Old, Ready to move
Marathon Cosmos ," Moti Nagar, Central Mumbai suburbs, Mumbai",1.45 Crore,"16,111",Super Built up area 900(83.61 sq.m.)Carpet area: 617 sq.ft. (57.32 sq.m.),2,2,2nd  ,10+ Year Old, Ready to move
Swastik Sarita ," Sector 10 Sanpada, Navi-Mumbai, Mumbai",75 Lac,"18,750",Carpet area: 400 (37.16 sq.m.),1,2,1st  ,10+ Year Old, Ready to move
Nahar Laurel and Lilac ,"1853, Chandivali, Central Mumbai suburbs, Mumbai",1.92 Crore,"19,793",Super Built up area 970(90.12 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,9th  ,1 to 5 Year Old, Ready to move Property
Unnamed Property,"002, Nalasopara West, Mira Road And Beyond, Mumbai",31.9 Lac,"4,907",Super Built up area 650(60.39 sq.m.),1,2,Ground,0 to 1 Year Old, Ready to move
Hubtown Gardenia ," Chandan Shanti, Mira Road And Beyond, Mumbai",67.25 Lac,"9,962",Super Built up area 675(62.71 sq.m.),1,2,10th  ,5 to 10 Year Old, Ready to move
JP North ," Mira Road East, Mira Road And Beyond, Mumbai",96.25 Lac,"11,257",Super Built up area 855(79.43 sq.m.),2,2,23rd  ,1 to 5 Year Old, Ready to move
Kalpataru Srishti ," Mira Road East, Mira Road And Beyond, Mumbai",1.5 Crore,"18,137",Carpet area: 827 (76.83 sq.m.),3,2,3rd  ,5 to 10 Year Old, Ready to move
Kalpataru Srishti ," Mira Road East, Mira Road And Beyond, Mumbai",1.45 Crore,"17,533",Carpet area: 827 (76.83 sq.m.),3,2,11st  ,5 to 10 Year Old, Ready to move
Patels Elysium ," Ambernath East, Mumbai Beyond Thane, Mumbai",22 Lac,"3,384",Super Built up area 650(60.39 sq.m.)Built Up area: 648 sq.ft. (60.2 sq.m.)Carpet area: 440 sq.ft. (40.88 sq.m.),1,1,12nd  ,1 to 5 Year Old, Ready to move
QN Heights ," Taloje Majkur, Navi-Mumbai, Mumbai",23 Lac,"3,432",Built Up area: 670 (62.25 sq.m.)Carpet area: 465 sq.ft. (43.2 sq.m.),1,2,3rd  ,0 to 1 Year Old, Ready to move
Runwal Forests ," Kanjur marg west, Central Mumbai suburbs, Mumbai",1.65 Crore,"24,962",Carpet area: 661 (61.41 sq.m.),2,2,10th  ,1 to 5 Year Old, Ready to move
Sunteck West World ,"1370, Naigaon East, Mira Road And Beyond, Mumbai",64 Lac,"11,700",Carpet area: 547 (50.82 sq.m.),2,2,13rd  ,0 to 1 Year Old, Ready to move
Unnamed Property," Juhu, Mumbai South West, Mumbai",12.5 Crore,"39,062",Super Built up area 3200(297.29 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3rd  ,0 to 1 Year Old, Ready to move Property
Siddhi Highland Gardens ," Dhokali, Thane, Mumbai",80 Lac,"12,121",Super Built up area 660(61.32 sq.m.)Built Up area: 645 sq.ft. (59.92 sq.m.)Carpet area: 455 sq.ft. (42.27 sq.m.),1,2,4th  ,5 to 10 Year Old, Ready to move Property
Vijay Park ,"Vijay Park, Kasar vadavali, Thane, Mumbai",53 Lac,"8,833",Super Built up area 600(55.74 sq.m.)Built Up area: 580 sq.ft. (53.88 sq.m.)Carpet area: 415 sq.ft. (38.55 sq.m.),1,1,1st  ,5 to 10 Year Old, Ready to move Property
Lodha Amara ,"1205, Kolshet Road, Thane, Mumbai",75 Lac,"14,423",Super Built up area 520(48.31 sq.m.)Built Up area: 502 sq.ft. (46.64 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1,2,12nd  ,1 to 5 Year Old, Ready to move
Lodha Amara ,"1002, Kolshet Road, Thane, Mumbai",1.07 Crore,"11,567",Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 672 sq.ft. (62.43 sq.m.),2,2,10th  ,5 to 10 Year Old, Ready to move
Madhav Sankalp ," Khadakpada, Mumbai Beyond Thane, Mumbai",95 Lac,"8,597",Super Built up area 1105(102.66 sq.m.),2,2,11st  ,10+ Year Old, Ready to move Property
Unnamed Property,"705, thakurli, Mumbai Beyond Thane, Mumbai",48 Lac,"6,400",Built Up area: 750 (69.68 sq.m.)Carpet area: 512 sq.ft. (47.57 sq.m.),1,1,7th  ,0 to 1 Year Old, Ready to move
Unnamed Property," Karanjade, Navi-Mumbai, Mumbai",40 Lac,"6,896",Built Up area: 580 (53.88 sq.m.)Carpet area: 390 sq.ft. (36.23 sq.m.),1,1,2nd  ,0 to 1 Year Old, Ready to move
Emperia Garden ,"302, Karade Khurd, Navi-Mumbai, Mumbai",24 Lac,"3,636",Super Built up area 660(61.32 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,3rd  ,1 to 5 Year Old, Ready to move
Hiranandani Fortune City ," Panvel, Navi-Mumbai, Mumbai",98 Lac,"10,828",Carpet area: 905 (84.08 sq.m.),2,2,24th  ,1 to 5 Year Old, Ready to move
Happy Home Residency ," Mira Road, Mira Road And Beyond, Mumbai",1.1 Crore,"10,377",Super Built up area 1060(98.48 sq.m.)Built Up area: 703 sq.ft. (65.31 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,6th  ,1 to 5 Year Old, Ready to move
M K Morya Heights ,"2nd, Kharghar, Navi-Mumbai, Mumbai",1.6 Crore,"10,126",Super Built up area 1580(146.79 sq.m.),3,3,2nd  ,5 to 10 Year Old, Ready to move
Unique Shanti The Address ,"123, Mira Road, Mira Road And Beyond, Mumbai",67 Lac,"8,933",Super Built up area 750(69.68 sq.m.)Built Up area: 432 sq.ft. (40.13 sq.m.)Carpet area: 395 sq.ft. (36.7 sq.m.),1,2,1st  ,0 to 1 Year Old, Ready to move
JP North Garden City ,"123, Vinay Nagar, Mira Road And Beyond, Mumbai",57 Lac,"10,363",Super Built up area 550(51.1 sq.m.)Built Up area: 450 sq.ft. (41.81 sq.m.)Carpet area: 369 sq.ft. (34.28 sq.m.),1,1,5th  ,1 to 5 Year Old, Ready to move
Lodha Dioro ,"Wadala East, Wadala, Mumbai Harbour, Mumbai",2.55 Crore,"27,272",Carpet area: 935 (86.86 sq.m.),2,2,8th  ,0 to 1 Year Old, Ready to move
L and T Crescent Bay ,"Parel, Parel, South Mumbai, Mumbai",9.9 Crore,"38,076",Carpet area: 2600 (241.55 sq.m.),4,4,6th  ,0 to 1 Year Old, Ready to move
Unnamed Property,"8003, Sector 21 Ulwe, Navi-Mumbai, Mumbai",76 Lac,"6,909",Super Built up area 1100(102.19 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),2,2,7th  ,1 to 5 Year Old, Ready to move
Gurukrupa Marina Enclave ,"Jankalyan Nagar, Malad West,  Mumbai",1.47 Crore,"23,186",Carpet area: 634 (58.9 sq.m.),2,2,11st  ,0 to 1 Year Old, Ready to move
Gurukrupa Marina Enclave ,"Jankalyan Nagar, Malad West,  Mumbai",2.09 Crore,"24,940",Carpet area: 838 (77.85 sq.m.),3,3,11st  ,0 to 1 Year Old, Ready to move
JP North Celeste ,"123, Vinay Nagar, Mira Road And Beyond, Mumbai",97 Lac,"8,981",Super Built up area 1080(100.34 sq.m.)Built Up area: 715 sq.ft. (66.43 sq.m.)Carpet area: 640 sq.ft. (59.46 sq.m.),2,2,5th  ,1 to 5 Year Old, Ready to move
Star Galaxy ,"Ulwe Sector 18, Sector 18 Ulwe, Navi-Mumbai, Mumbai",86 Lac,"7,288",Super Built up area 1180(109.63 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,8th  ,1 to 5 Year Old, Ready to move
Unnamed Property," Jay Prakash Nagar,  Mumbai",1.75 Crore,"19,886",Super Built up area 880(81.75 sq.m.)Built Up area: 680 sq.ft. (63.17 sq.m.)Carpet area: 565 sq.ft. (52.49 sq.m.),2,2,10th  ,0 to 1 Year Old, Ready to move
Nahars Amrit Shakti ,"1100, Chandivali, Central Mumbai suburbs, Mumbai",2.46 Crore,"19,838",Built Up area: 1240 (115.2 sq.m.)Carpet area: 780 sq.ft. (72.46 sq.m.),2,2,11st  ,5 to 10 Year Old, Ready to move
Unnamed Property,"207, Kharvai, Mumbai Beyond Thane, Mumbai",25 Lac,"3,355",Built Up area: 745 (69.21 sq.m.),1,2,2nd  ,0 to 1 Year Old, Ready to move
Unnamed Property,"Hiranandani-Estate, Hiranandani-Estate, Thane, Mumbai",1.59 Crore,"15,915",Built Up area: 999 (92.81 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,5th  ,5 to 10 Year Old, Ready to move
Tharwani Heritage ,"1201, Sector 7 Kharghar, Navi-Mumbai, Mumbai",2 Crore,"12,345",Super Built up area 1620(150.5 sq.m.)Built Up area: 1510 sq.ft. (140.28 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),3,3,17th  ,5 to 10 Year Old, Ready to move
